time /s	I /nA	
0.100	1.723	
0.200	-2.491	
0.300	-12.322	
0.400	2.990	
0.500	3.319	
0.600	-4.134	
0.700	-6.078	
0.800	-17.564	
0.900	-24.951	
1.000	5.916	
1.100	3.008	
1.200	-3.043	
1.300	-19.887	
1.400	-1.994	
1.500	-7.403	
1.600	-5.806	
1.700	0.849	
1.800	-3.089	
1.900	4.201	
2.000	-21.000	
2.100	-12.355	
2.200	-5.977	
2.300	-12.328	
2.400	-15.334	
2.500	1.890	
2.600	-7.740	
2.700	-11.749	
2.800	-3.767	
2.900	-16.594	
3.000	-4.515	
3.100	-7.723	
3.200	-11.813	
3.300	-0.899	
3.400	-12.815	
3.500	-13.331	
3.600	8.055	
3.700	-2.136	
3.800	11.678	
3.900	-4.482	
4.000	-32.102	
4.100	-6.161	
4.200	-13.823	
4.300	10.594	
4.400	-5.890	
4.500	-10.185	
4.600	-5.133	
4.700	-12.180	
4.800	-10.932	
4.900	-16.657	
5.000	-0.442	
5.100	-8.423	
5.200	-24.902	
5.300	-4.058	
5.400	-10.863	
5.500	-11.664	
5.600	-15.123	
5.700	-1.667	
5.800	-11.026	
5.900	0.032	
6.000	-16.716	
6.100	-25.336	
6.200	8.525	
6.300	-3.831	
6.400	-3.785	
6.500	-9.880	
6.600	-6.644	
6.700	-19.717	
6.800	-6.079	
6.900	-3.757	
7.000	-1.578	
7.100	-25.580	
7.200	-1.481	
7.300	1.763	
7.400	-20.295	
7.500	0.634	
7.600	2.417	
7.700	-9.322	
7.800	-3.653	
7.900	-12.060	
8.000	-9.277	
8.100	-17.228	
8.200	-8.473	
8.300	-12.995	
8.400	3.297	
8.500	-11.148	
8.600	-11.784	
8.700	5.489	
8.800	-4.357	
8.900	-16.409	
9.000	1.045	
9.100	-19.152	
9.200	-10.705	
9.300	-11.754	
9.400	-2.399	
9.500	-3.909	
9.600	-21.471	
9.700	-13.161	
9.800	-3.862	
9.900	6.179	
10.000	-9.634	
10.100	-7.325	
10.200	-4.723	
10.300	-8.304	
10.400	-8.034	
10.500	-7.044	
10.600	-13.410	
10.700	-2.963	
10.800	-4.716	
10.900	-8.648	
11.000	1.571	
11.100	-21.127	
11.200	-6.716	
11.300	-5.658	
11.400	-9.117	
11.500	-0.435	
11.600	-7.153	
11.700	-11.106	
11.800	-2.278	
11.900	1.216	
