time /s	I /nA	
90.000	38.697	
90.100	49.919	
90.200	49.055	
90.300	39.934	
90.400	34.736	
90.500	32.073	
90.600	19.126	
90.700	25.668	
90.800	4.583	
90.900	2.217	
91.000	3.291	
91.100	-1.434	
91.200	-4.337	
91.300	12.390	
91.400	4.457	
91.500	-3.200	
91.600	-4.328	
91.700	-14.960	
91.800	-20.671	
91.900	-13.120	
92.000	-21.771	
92.100	-23.670	
92.200	-31.621	
92.300	-29.657	
92.400	-32.940	
92.500	-30.013	
92.600	-17.918	
92.700	-42.717	
92.800	-35.350	
92.900	-38.630	
93.000	-38.574	
93.100	-36.604	
93.200	-24.829	
93.300	-48.316	
93.400	-38.392	
93.500	-32.963	
93.600	-36.273	
93.700	-36.907	
93.800	-48.000	
93.900	-24.384	
94.000	-39.219	
94.100	-46.529	
94.200	-27.345	
94.300	-26.808	
94.400	-48.231	
94.500	-53.669	
94.600	-40.353	
94.700	-32.373	
94.800	-28.235	
94.900	-38.502	
95.000	-41.811	
95.100	-44.526	
95.200	-37.443	
95.300	-45.545	
95.400	-38.993	
95.500	-41.065	
95.600	-31.902	
95.700	-37.683	
95.800	-30.743	
95.900	-23.730	
96.000	-37.077	
96.100	-34.823	
96.200	-34.082	
96.300	-47.565	
96.400	-36.939	
96.500	-29.624	
96.600	-22.805	
96.700	-20.557	
96.800	-38.312	
96.900	-30.952	
97.000	-40.949	
97.100	-15.853	
97.200	-15.101	
97.300	-24.285	
97.400	-18.950	
97.500	-16.623	
97.600	-31.658	
97.700	-24.745	
97.800	-15.940	
97.900	-25.712	
98.000	-32.044	
98.100	-29.786	
98.200	-21.201	
98.300	-27.263	
98.400	-34.441	
98.500	-6.410	
98.600	-21.750	
98.700	-31.374	
98.800	-21.849	
98.900	-23.470	
99.000	-18.019	
99.100	-29.148	
99.200	-22.194	
99.300	-23.088	
99.400	-30.945	
99.500	-14.676	
99.600	-27.545	
99.700	-15.649	
99.800	-11.626	
99.900	-42.027	
100.000	-16.994	
100.100	-22.329	
100.200	-18.526	
100.300	-20.056	
100.400	-20.296	
100.500	-12.706	
100.600	-34.179	
100.700	-17.213	
100.800	-18.756	
100.900	-27.903	
101.000	-10.825	
101.100	-15.011	
101.200	-17.397	
101.300	-19.589	
101.400	-30.301	
101.500	-19.974	
101.600	-21.420	
101.700	-13.965	
101.800	-13.660	
101.900	-14.890	
102.000	-17.960	
102.100	-21.808	
102.200	-22.066	
102.300	-12.029	
102.400	-21.990	
102.500	-24.883	
102.600	-18.615	
102.700	-18.076	
102.800	-24.521	
102.900	-12.468	
103.000	-18.556	
103.100	-33.018	
103.200	-34.681	
103.300	-14.082	
103.400	-7.847	
103.500	-19.944	
103.600	-25.702	
103.700	-14.618	
103.800	-13.933	
103.900	-17.067	
104.000	-20.096	
104.100	-14.874	
104.200	-27.728	
104.300	-13.516	
104.400	-23.058	
104.500	-23.154	
104.600	-16.929	
104.700	-11.259	
104.800	-24.251	
104.900	-21.978	
105.000	-11.548	
105.100	-8.159	
105.200	-23.959	
105.300	-26.280	
105.400	-16.488	
105.500	-33.507	
105.600	-23.944	
105.700	-18.189	
105.800	-12.995	
105.900	-13.927	
106.000	-17.328	
106.100	-14.786	
106.200	-23.809	
106.300	-13.242	
106.400	-32.938	
106.500	-17.578	
106.600	-21.235	
106.700	-19.863	
106.800	-18.824	
106.900	-27.057	
107.000	-18.354	
107.100	-11.771	
107.200	-24.034	
107.300	-22.545	
107.400	-13.897	
107.500	-12.093	
107.600	-18.196	
107.700	-25.121	
107.800	-22.570	
107.900	-16.150	
108.000	-28.711	
108.100	-30.555	
108.200	-2.029	
108.300	-39.445	
108.400	-19.098	
108.500	-15.355	
108.600	-19.890	
108.700	-9.353	
108.800	-18.940	
108.900	-17.333	
109.000	-15.526	
109.100	-18.149	
109.200	-26.166	
109.300	-6.908	
109.400	-12.262	
109.500	-16.655	
109.600	-14.843	
109.700	-31.342	
109.800	-19.460	
109.900	-6.615	
110.000	-23.633	
110.100	-27.044	
110.200	-15.039	
110.300	3.715	
110.400	-16.548	
110.500	-19.737	
110.600	-31.054	
110.700	-28.056	
110.800	-8.991	
110.900	-13.581	
111.000	-20.705	
111.100	-15.565	
111.200	-21.637	
111.300	-28.769	
111.400	-10.641	
111.500	-9.933	
111.600	-19.687	
111.700	-16.911	
111.800	-10.517	
111.900	-10.932	
112.000	-20.404	
112.100	-13.363	
112.200	-16.055	
112.300	-24.971	
112.400	-23.851	
112.500	-20.779	
112.600	-19.317	
112.700	-2.897	
112.800	-11.447	
112.900	-8.344	
113.000	-17.086	
113.100	-24.627	
113.200	-21.683	
113.300	-27.265	
113.400	-3.118	
113.500	-10.834	
113.600	-23.316	
113.700	-19.831	
113.800	-21.593	
113.900	-22.716	
114.000	-14.749	
114.100	-11.207	
114.200	-12.572	
114.300	-18.054	
114.400	-21.664	
114.500	-18.818	
114.600	-24.135	
114.700	-9.077	
114.800	-6.672	
114.900	-13.811	
115.000	-8.981	
115.100	9.479	
115.200	-22.565	
115.300	-21.120	
115.400	-20.294	
115.500	-16.464	
115.600	-5.942	
115.700	-16.809	
115.800	-20.903	
115.900	-26.069	
116.000	1.128	
116.100	-9.470	
116.200	-17.798	
116.300	-12.112	
116.400	-15.066	
116.500	-7.747	
116.600	-26.633	
116.700	-20.823	
116.800	-16.587	
116.900	-6.976	
117.000	-13.594	
117.100	-30.679	
117.200	-7.368	
117.300	-14.237	
117.400	-27.622	
117.500	-13.081	
117.600	-17.112	
117.700	-13.351	
117.800	0.752	
117.900	-24.532	
118.000	-29.960	
118.100	-29.127	
118.200	-7.436	
118.300	-22.142	
118.400	-11.731	
118.500	-14.247	
118.600	-30.775	
118.700	-20.943	
118.800	1.812	
118.900	-10.592	
119.000	-16.796	
119.100	-14.232	
119.200	-9.011	
119.300	-19.381	
119.400	-21.261	
119.500	-13.707	
119.600	-9.885	
119.700	-17.121	
119.800	-16.584	
119.900	-8.256	
120.000	-10.069	
120.100	-16.983	
120.200	-13.253	
120.300	0.139	
120.400	-13.898	
120.500	-7.200	
120.600	-12.281	
120.700	-21.134	
120.800	-18.939	
120.900	-18.758	
121.000	-14.758	
121.100	-14.298	
121.200	-24.863	
121.300	-10.792	
121.400	-24.275	
121.500	-19.243	
121.600	-7.783	
121.700	-16.827	
121.800	-36.040	
121.900	-9.708	
122.000	-16.666	
122.100	-16.287	
122.200	-12.992	
122.300	-4.605	
122.400	-12.862	
122.500	-10.984	
122.600	-14.388	
122.700	-21.001	
122.800	-1.399	
122.900	-8.592	
123.000	-8.784	
123.100	-19.211	
123.200	-22.308	
123.300	-12.958	
123.400	-15.528	
123.500	-7.928	
123.600	-17.462	
123.700	-18.566	
123.800	-15.885	
123.900	-20.305	
124.000	-11.324	
124.100	-12.199	
124.200	-7.673	
124.300	-21.661	
124.400	-24.849	
124.500	-21.572	
124.600	-24.194	
124.700	-2.896	
124.800	-12.555	
124.900	-12.259	
125.000	-27.595	
125.100	-7.112	
125.200	-15.515	
125.300	-1.963	
125.400	-8.822	
125.500	-20.861	
125.600	-17.515	
125.700	-6.643	
125.800	-16.579	
125.900	-20.200	
126.000	-12.356	
126.100	-10.746	
126.200	-4.794	
126.300	-4.741	
126.400	-36.927	
126.500	-11.517	
126.600	-7.548	
126.700	-14.461	
126.800	-29.667	
126.900	-17.142	
127.000	-32.079	
127.100	-5.098	
127.200	-16.794	
127.300	-15.248	
127.400	-28.418	
127.500	-4.419	
127.600	-14.430	
127.700	-10.603	
127.800	-13.741	
127.900	-30.923	
128.000	-7.081	
128.100	-16.018	
128.200	-17.644	
128.300	-8.685	
128.400	-12.979	
128.500	-7.313	
128.600	-26.045	
128.700	-7.421	
128.800	-11.420	
128.900	-11.513	
129.000	-12.155	
129.100	-22.432	
129.200	-10.622	
129.300	-16.872	
129.400	-13.369	
129.500	-16.306	
129.600	-10.853	
129.700	-21.861	
129.800	-2.969	
129.900	-18.262	
130.000	-21.578	
130.100	-25.804	
130.200	-9.084	
130.300	-22.712	
130.400	-6.275	
130.500	-22.078	
130.600	-18.539	
130.700	-1.758	
130.800	-14.196	
130.900	-2.840	
131.000	-8.926	
131.100	-16.923	
131.200	-15.139	
131.300	-22.989	
131.400	-8.083	
131.500	-13.194	
131.600	-5.215	
131.700	-20.785	
131.800	-13.372	
131.900	-13.927	
132.000	-25.171	
132.100	-23.516	
132.200	-13.735	
132.300	2.763	
132.400	-16.882	
132.500	-9.970	
132.600	-4.603	
132.700	-32.215	
132.800	-17.567	
132.900	-10.041	
133.000	-8.760	
133.100	-16.082	
133.200	-24.009	
133.300	-12.327	
133.400	-19.638	
133.500	-20.212	
133.600	-8.720	
133.700	-11.270	
133.800	-9.322	
133.900	-9.048	
134.000	-17.007	
134.100	-16.244	
134.200	-3.524	
134.300	-0.229	
134.400	-13.622	
134.500	-35.237	
134.600	-5.614	
134.700	-12.701	
134.800	-32.445	
134.900	-6.473	
135.000	-14.226	
135.100	-20.402	
135.200	-12.618	
135.300	-7.530	
135.400	-13.108	
135.500	-16.464	
135.600	-9.144	
135.700	-16.121	
135.800	-20.387	
135.900	-27.952	
136.000	-16.004	
136.100	-12.898	
136.200	-15.577	
136.300	-23.880	
136.400	-3.229	
136.500	-12.501	
136.600	-6.578	
136.700	-13.861	
136.800	-19.231	
136.900	-21.616	
137.000	-15.746	
137.100	-19.100	
137.200	-14.892	
137.300	-13.474	
137.400	-17.313	
137.500	4.101	
137.600	-7.575	
137.700	-15.329	
137.800	-4.019	
137.900	-18.025	
138.000	-16.476	
138.100	-14.652	
138.200	-19.372	
138.300	-2.646	
138.400	-8.146	
138.500	-13.845	
138.600	-2.816	
138.700	-20.319	
138.800	-14.961	
138.900	-14.476	
139.000	-18.781	
139.100	-13.233	
139.200	-21.854	
139.300	-9.261	
139.400	-0.897	
139.500	-8.019	
139.600	-12.220	
139.700	-12.095	
139.800	-9.062	
139.900	-5.941	
140.000	-11.622	
140.100	-22.392	
140.200	-4.277	
140.300	-29.030	
140.400	-7.831	
140.500	-10.468	
140.600	-17.874	
140.700	-4.087	
140.800	-18.630	
140.900	-6.320	
141.000	-7.846	
141.100	-16.835	
141.200	-12.461	
141.300	-20.764	
141.400	-12.220	
141.500	-4.575	
141.600	-13.640	
141.700	-9.943	
141.800	-36.842	
141.900	-4.070	
142.000	-16.940	
142.100	-14.323	
142.200	-4.635	
142.300	-7.488	
142.400	-8.362	
142.500	-9.089	
142.600	-3.264	
142.700	-25.105	
142.800	0.569	
142.900	-12.761	
143.000	-7.172	
143.100	-16.779	
143.200	-8.978	
143.300	-18.572	
143.400	-29.729	
143.500	-18.787	
143.600	-20.378	
143.700	-1.643	
143.800	-17.616	
143.900	-7.704	
144.000	0.937	
144.100	-18.712	
144.200	4.720	
144.300	-19.053	
144.400	-19.774	
144.500	-9.827	
144.600	-4.092	
144.700	-26.251	
144.800	-14.998	
144.900	-13.203	
145.000	-13.997	
145.100	-6.331	
145.200	-13.550	
145.300	-20.223	
145.400	-5.037	
145.500	-18.814	
145.600	-12.172	
145.700	-8.301	
145.800	-11.846	
145.900	-1.270	
146.000	-2.144	
146.100	-7.811	
146.200	-15.800	
146.300	-15.509	
146.400	-11.637	
146.500	-7.980	
