time /s	I /nA	
0.100	14.872	
0.200	-0.959	
0.300	3.207	
0.400	-4.784	
0.500	-12.563	
0.600	8.292	
0.700	-28.117	
0.800	5.755	
0.900	5.590	
1.000	-17.234	
1.100	-6.485	
1.200	-2.903	
1.300	-11.820	
1.400	-0.614	
1.500	-7.158	
1.600	1.987	
1.700	-10.653	
1.800	-5.350	
1.900	1.585	
2.000	4.030	
2.100	-10.970	
2.200	-3.527	
2.300	-5.641	
2.400	-1.944	
2.500	-12.780	
2.600	3.990	
2.700	2.624	
2.800	-3.776	
2.900	0.087	
3.000	-12.003	
3.100	-14.821	
3.200	7.491	
3.300	-0.724	
3.400	-8.450	
3.500	-3.195	
3.600	-2.631	
3.700	-2.908	
3.800	-16.511	
3.900	-3.024	
4.000	-7.441	
4.100	1.726	
4.200	-2.409	
4.300	10.298	
4.400	-3.529	
4.500	-5.559	
4.600	2.245	
4.700	6.977	
4.800	-9.737	
4.900	1.581	
5.000	-8.695	
5.100	6.730	
5.200	-3.633	
5.300	0.741	
5.400	-7.187	
5.500	-17.212	
5.600	-2.559	
5.700	-21.429	
5.800	-4.619	
5.900	-6.299	
6.000	-6.675	
6.100	-2.115	
6.200	-0.050	
6.300	-9.107	
6.400	-0.087	
6.500	-14.188	
6.600	-8.335	
6.700	-5.044	
6.800	14.132	
6.900	0.020	
7.000	-1.279	
7.100	-0.924	
7.200	-19.212	
7.300	-4.036	
7.400	-2.417	
7.500	-0.315	
7.600	-18.984	
7.700	-17.867	
7.800	-2.024	
7.900	-10.780	
8.000	-11.372	
8.100	-22.655	
8.200	-3.127	
8.300	0.011	
8.400	0.378	
8.500	-1.124	
8.600	-11.891	
8.700	-8.052	
8.800	5.883	
8.900	-2.641	
9.000	-2.281	
9.100	-0.620	
9.200	-20.779	
9.300	-2.641	
9.400	5.496	
9.500	-20.518	
9.600	7.627	
9.700	0.640	
9.800	-6.173	
9.900	1.297	
10.000	-4.136	
10.100	-10.378	
10.200	-12.436	
10.300	1.183	
10.400	-21.650	
10.500	-1.706	
10.600	-2.211	
10.700	4.739	
10.800	-9.179	
10.900	-8.499	
11.000	-6.665	
11.100	-11.331	
11.200	-3.986	
11.300	7.846	
11.400	-12.874	
11.500	-8.267	
11.600	-9.311	
11.700	16.214	
11.800	0.369	
11.900	-10.648	
12.000	-4.575	
12.100	-6.905	
12.200	-9.841	
12.300	-1.890	
12.400	-8.803	
12.500	-4.501	
12.600	4.933	
12.700	-15.858	
12.800	-18.424	
12.900	-3.639	
13.000	-11.246	
13.100	1.762	
13.200	-7.913	
13.300	-6.626	
13.400	4.995	
13.500	-6.209	
13.600	-7.198	
13.700	0.737	
13.800	7.554	
13.900	1.331	
14.000	0.513	
14.100	-3.543	
14.200	-0.148	
14.300	-8.619	
14.400	-13.453	
14.500	-5.594	
14.600	-3.764	
14.700	-0.302	
14.800	-19.534	
14.900	-1.934	
15.000	-11.639	
15.100	0.157	
15.200	1.213	
15.300	-6.568	
15.400	-6.564	
15.500	-4.686	
15.600	-9.575	
15.700	-20.445	
15.800	-4.282	
15.900	-2.988	
16.000	-2.054	
16.100	-5.064	
16.200	-2.280	
16.300	-10.049	
16.400	-6.379	
16.500	-6.611	
16.600	-7.260	
16.700	1.113	
16.800	-15.353	
16.900	-10.129	
17.000	1.311	
17.100	-1.469	
17.200	5.103	
17.300	-19.034	
17.400	10.443	
17.500	-13.298	
17.600	-6.364	
17.700	-5.459	
17.800	-17.818	
17.900	-1.871	
18.000	1.004	
18.100	-7.596	
18.200	-3.114	
18.300	8.941	
18.400	-1.880	
18.500	-2.533	
18.600	2.467	
18.700	1.478	
18.800	-15.490	
18.900	4.132	
19.000	-10.012	
19.100	-5.890	
19.200	-7.353	
19.300	4.120	
19.400	-0.430	
19.500	-10.642	
19.600	-13.363	
19.700	6.028	
19.800	-14.596	
19.900	-3.373	
20.000	-15.277	
20.100	-20.987	
20.200	-12.374	
20.300	0.437	
20.400	-8.077	
20.500	-11.173	
20.600	-11.026	
20.700	13.150	
20.800	0.699	
20.900	-9.847	
21.000	-1.114	
21.100	-3.865	
21.200	-2.023	
21.300	-12.343	
21.400	-6.200	
21.500	-13.566	
21.600	-5.760	
21.700	13.577	
21.800	-8.264	
21.900	-10.712	
22.000	10.951	
22.100	-5.044	
22.200	-6.640	
