Time - A.ExtT.T (°C)	Temperature (°C) - A.ExtT.T (°C)
16:57:08	24.934
16:57:09	24.937
16:57:09	24.937
16:57:10	24.938
16:57:10	24.941
16:57:10	24.943
16:57:11	24.943
16:57:11	24.946
16:57:11	24.947
16:57:12	24.947
16:57:12	24.949
16:57:12	24.949
16:57:13	24.949
16:57:13	24.954
16:57:13	24.954
16:57:14	24.954
16:57:14	24.957
16:57:14	24.956
16:57:15	24.956
16:57:15	24.959
16:57:15	24.961
16:57:16	24.961
16:57:16	24.963
16:57:16	24.963
16:57:17	24.963
16:57:17	24.965
16:57:17	24.967
16:57:18	24.967
16:57:18	24.968
16:57:18	24.97
16:57:19	24.971
16:57:19	24.971
16:57:20	24.973
16:57:20	24.975
16:57:21	24.977
16:57:21	24.978
16:57:22	24.979
16:57:22	24.981
16:57:23	24.984
16:57:23	24.984
16:57:24	24.986
16:57:24	24.986
16:57:25	24.991
16:57:25	24.991
16:57:26	24.993
16:57:26	24.994
16:57:27	24.996
16:57:27	24.997
16:57:28	24.996
16:57:28	24.997
16:57:29	25
16:57:29	25.001
16:57:30	25.002
16:57:30	25.003
16:57:31	25.004
16:57:31	25.004
16:57:32	25.005
16:57:32	25.005
16:57:33	25.007
16:57:33	25.007
16:57:34	25.012
16:57:34	25.012
16:57:35	25.014
16:57:35	25.014
16:57:36	25.016
16:57:36	25.017
16:57:37	25.017
16:57:37	25.017
16:57:38	25.021
16:57:38	25.02
16:57:39	25.022
16:57:39	25.022
16:57:40	25.023
16:57:40	25.023
16:57:41	25.025
16:57:41	25.026
16:57:42	25.029
16:57:42	25.029
16:57:43	25.032
16:57:43	25.032
16:57:44	25.035
16:57:44	25.036
16:57:45	25.037
16:57:45	25.038
16:57:46	25.04
16:57:46	25.04
16:57:47	25.041
16:57:47	25.041
16:57:48	25.04
16:57:48	25.04
16:57:49	25.042
16:57:49	25.042
16:57:50	25.043
16:57:50	25.043
16:57:51	25.044
16:57:51	25.044
16:57:52	25.045
16:57:52	25.045
16:57:53	25.046
16:57:53	25.047
16:57:54	25.049
16:57:54	25.049
16:57:55	25.052
16:57:55	25.052
16:57:56	25.055
16:57:56	25.055
16:57:57	25.057
16:57:57	25.057
16:57:58	25.058
16:57:58	25.058
16:57:59	25.058
16:58:00	25.058
16:58:00	25.059
16:58:00	25.059
16:58:01	25.059
16:58:01	25.059
16:58:02	25.061
16:58:02	25.062
16:58:03	25.061
16:58:04	25.061
16:58:04	25.064
16:58:04	25.064
16:58:05	25.065
16:58:05	25.065
16:58:06	25.065
16:58:06	25.066
16:58:07	25.066
16:58:07	25.066
16:58:08	25.067
16:58:08	25.067
16:58:09	25.071
16:58:09	25.071
16:58:10	25.073
16:58:10	25.073
16:58:11	25.075
16:58:11	25.075
16:58:12	25.074
16:58:12	25.075
16:58:13	25.076
16:58:13	25.075
16:58:14	25.076
16:58:14	25.077
16:58:15	25.077
16:58:15	25.078
16:58:16	25.078
16:58:16	25.077
16:58:17	25.077
16:58:17	25.078
16:58:18	25.081
16:58:18	25.081
16:58:19	25.081
16:58:19	25.081
16:58:20	25.082
16:58:20	25.081
16:58:21	25.079
16:58:21	25.079
16:58:22	25.08
16:58:22	25.08
16:58:23	25.082
16:58:23	25.082
16:58:24	25.082
16:58:25	25.081
16:58:25	25.081
16:58:25	25.082
16:58:26	25.082
16:58:26	25.082
16:58:27	25.083
16:58:27	25.084
16:58:28	25.086
16:58:28	25.086
16:58:29	25.087
16:58:29	25.087
16:58:30	25.087
16:58:30	25.087
16:58:31	25.086
16:58:31	25.086
16:58:32	25.086
16:58:32	25.085
16:58:33	25.086
16:58:33	25.087
16:58:34	25.089
16:58:35	25.089
16:58:35	25.091
16:58:36	25.091
16:58:36	25.092
16:58:37	25.092
16:58:37	25.091
16:58:38	25.09
16:58:38	25.092
16:58:39	25.091
16:58:39	25.091
16:58:40	25.091
16:58:40	25.093
16:58:41	25.093
16:58:41	25.094
16:58:42	25.094
16:58:42	25.094
16:58:43	25.094
16:58:43	25.096
16:58:44	25.096
16:58:44	25.094
16:58:45	25.094
16:58:45	25.096
16:58:46	25.095
16:58:46	25.095
16:58:47	25.094
16:58:47	25.095
16:58:48	25.094
16:58:48	25.094
16:58:49	25.094
16:58:49	25.095
16:58:50	25.096
16:58:50	25.096
16:58:51	25.096
16:58:51	25.099
16:58:52	25.099
16:58:52	25.098
16:58:53	25.099
16:58:53	25.1
16:58:54	25.1
16:58:54	25.1
16:58:55	25.102
16:58:55	25.103
16:58:56	25.103
16:58:56	25.103
16:58:57	25.103
16:58:57	25.103
16:58:58	25.103
16:58:58	25.101
16:58:59	25.102
16:58:59	25.102
16:59:00	25.102
16:59:00	25.102
16:59:01	25.102
16:59:01	25.102
16:59:02	25.102
16:59:02	25.104
16:59:03	25.104
16:59:03	25.104
16:59:04	25.105
16:59:04	25.107
16:59:05	25.107
16:59:05	25.107
16:59:06	25.107
16:59:06	25.107
16:59:07	25.107
16:59:07	25.106
16:59:08	25.107
16:59:08	25.107
16:59:09	25.107
16:59:09	25.105
16:59:10	25.105
16:59:10	25.107
16:59:11	25.107
16:59:11	25.107
16:59:12	25.107
16:59:12	25.108
16:59:13	25.109
16:59:13	25.108
16:59:14	25.108
16:59:14	25.108
16:59:15	25.108
16:59:15	25.11
16:59:16	25.11
16:59:16	25.107
16:59:17	25.107
16:59:17	25.109
16:59:18	25.109
16:59:18	25.108
16:59:19	25.108
16:59:19	25.111
16:59:20	25.111
16:59:20	25.111
16:59:21	25.111
16:59:21	25.112
16:59:22	25.112
16:59:22	25.113
16:59:23	25.113
16:59:23	25.115
16:59:24	25.116
16:59:24	25.116
16:59:25	25.116
16:59:25	25.116
16:59:26	25.115
16:59:26	25.115
16:59:27	25.115
16:59:27	25.115
16:59:28	25.114
16:59:28	25.114
16:59:29	25.114
16:59:29	25.113
16:59:30	25.112
16:59:30	25.113
16:59:31	25.113
16:59:31	25.115
16:59:32	25.114
16:59:32	25.117
16:59:33	25.117
16:59:33	25.118
16:59:34	25.119
16:59:34	25.12
16:59:35	25.12
16:59:35	25.118
16:59:36	25.117
16:59:36	25.117
16:59:37	25.117
16:59:37	25.117
16:59:38	25.117
16:59:38	25.12
16:59:39	25.12
16:59:39	25.122
16:59:40	25.122
16:59:40	25.123
16:59:41	25.123
16:59:41	25.122
16:59:42	25.122
16:59:42	25.123
16:59:43	25.123
16:59:43	25.122
16:59:44	25.122
16:59:44	25.122
16:59:45	25.123
16:59:45	25.122
16:59:46	25.123
16:59:46	25.125
16:59:47	25.125
16:59:47	25.125
16:59:48	25.125
16:59:48	25.127
16:59:49	25.128
16:59:49	25.127
16:59:50	25.127
16:59:50	25.129
16:59:51	25.127
16:59:51	25.127
16:59:52	25.127
16:59:52	25.128
16:59:53	25.127
16:59:53	25.127
16:59:54	25.126
16:59:54	25.126
16:59:55	25.127
16:59:55	25.127
16:59:56	25.127
16:59:56	25.127
16:59:57	25.127
16:59:57	25.128
16:59:58	25.128
16:59:58	25.13
16:59:59	25.13
16:59:59	25.131
17:00:00	25.131
17:00:00	25.13
17:00:01	25.13
17:00:01	25.13
17:00:02	25.129
17:00:02	25.129
17:00:03	25.128
17:00:03	25.127
17:00:04	25.127
17:00:04	25.128
17:00:05	25.129
17:00:05	25.129
17:00:06	25.129
17:00:06	25.131
17:00:07	25.13
17:00:07	25.132
17:00:08	25.131
17:00:08	25.131
17:00:09	25.131
17:00:09	25.13
17:00:10	25.13
17:00:10	25.131
17:00:11	25.13
17:00:11	25.131
17:00:12	25.13
17:00:12	25.132
17:00:13	25.133
17:00:13	25.134
17:00:14	25.134
17:00:14	25.134
17:00:15	25.133
17:00:15	25.136
17:00:16	25.135
17:00:16	25.133
17:00:17	25.132
17:00:17	25.131
17:00:18	25.131
17:00:18	25.131
17:00:19	25.131
17:00:19	25.131
17:00:20	25.131
17:00:20	25.132
17:00:21	25.133
17:00:21	25.133
17:00:22	25.133
17:00:22	25.132
17:00:23	25.132
17:00:23	25.133
