Time - A.ExtT.T (°C)	Temperature (°C) - A.ExtT.T (°C)
16:40:58	25.184
16:40:59	25.184
16:40:59	25.186
16:40:59	25.186
16:41:00	25.185
16:41:00	25.186
16:41:00	25.186
16:41:01	25.186
16:41:01	25.186
16:41:01	25.186
16:41:02	25.185
16:41:02	25.187
16:41:03	25.186
16:41:03	25.187
16:41:04	25.187
16:41:04	25.189
16:41:05	25.189
16:41:05	25.189
16:41:06	25.189
16:41:06	25.19
16:41:07	25.19
16:41:07	25.189
16:41:08	25.188
16:41:08	25.189
16:41:09	25.188
16:41:09	25.188
16:41:10	25.188
16:41:10	25.189
16:41:11	25.187
16:41:11	25.188
16:41:12	25.187
16:41:12	25.185
16:41:13	25.186
16:41:13	25.186
16:41:14	25.186
16:41:14	25.187
16:41:15	25.187
16:41:15	25.186
16:41:16	25.187
16:41:16	25.185
16:41:17	25.185
16:41:17	25.185
16:41:18	25.184
16:41:18	25.184
16:41:19	25.182
16:41:19	25.183
16:41:20	25.185
16:41:20	25.184
16:41:21	25.182
16:41:21	25.183
16:41:22	25.183
16:41:22	25.184
16:41:23	25.184
16:41:23	25.182
16:41:24	25.182
16:41:24	25.182
16:41:25	25.181
16:41:25	25.183
16:41:26	25.183
16:41:26	25.184
16:41:27	25.185
16:41:27	25.186
16:41:28	25.188
16:41:28	25.188
16:41:29	25.185
16:41:29	25.185
16:41:30	25.185
16:41:30	25.183
16:41:31	25.182
16:41:31	25.183
16:41:32	25.182
16:41:32	25.183
16:41:33	25.181
16:41:33	25.181
16:41:34	25.182
16:41:34	25.184
16:41:35	25.183
16:41:35	25.182
16:41:36	25.184
16:41:36	25.185
16:41:37	25.185
16:41:37	25.185
16:41:38	25.185
16:41:38	25.186
16:41:39	25.187
16:41:39	25.186
16:41:40	25.186
16:41:40	25.185
16:41:41	25.184
16:41:41	25.185
16:41:42	25.183
16:41:42	25.183
16:41:43	25.184
16:41:43	25.185
16:41:44	25.186
16:41:44	25.186
16:41:45	25.186
16:41:45	25.186
16:41:46	25.184
16:41:46	25.183
16:41:47	25.183
16:41:47	25.184
16:41:48	25.184
16:41:48	25.186
16:41:49	25.186
16:41:49	25.187
16:41:50	25.188
16:41:50	25.186
16:41:51	25.186
16:41:51	25.184
16:41:52	25.184
16:41:52	25.186
16:41:53	25.184
16:41:53	25.186
16:41:54	25.186
16:41:54	25.186
16:41:55	25.188
16:41:55	25.187
16:41:56	25.187
16:41:56	25.188
16:41:57	25.189
16:41:57	25.189
16:41:58	25.187
16:41:58	25.186
16:41:59	25.19
16:41:59	25.189
16:42:00	25.188
16:42:00	25.189
16:42:01	25.189
16:42:01	25.19
16:42:02	25.19
16:42:02	25.189
16:42:03	25.191
16:42:03	25.192
16:42:04	25.192
16:42:04	25.192
16:42:05	25.192
16:42:05	25.192
16:42:06	25.191
16:42:06	25.189
16:42:07	25.19
16:42:07	25.191
16:42:08	25.191
16:42:08	25.191
16:42:09	25.191
16:42:09	25.189
16:42:10	25.189
16:42:10	25.186
16:42:11	25.185
16:42:11	25.184
16:42:12	25.184
16:42:12	25.186
16:42:13	25.186
16:42:13	25.186
16:42:14	25.186
16:42:14	25.185
16:42:15	25.184
16:42:15	25.185
16:42:16	25.185
16:42:16	25.185
16:42:17	25.186
16:42:17	25.185
16:42:18	25.186
16:42:18	25.185
16:42:19	25.184
16:42:19	25.185
16:42:20	25.184
16:42:20	25.183
16:42:21	25.184
16:42:21	25.185
16:42:22	25.185
16:42:22	25.184
16:42:23	25.183
16:42:23	25.185
16:42:24	25.187
16:42:24	25.185
16:42:25	25.185
16:42:25	25.184
16:42:26	25.186
16:42:26	25.186
16:42:27	25.185
16:42:27	25.186
16:42:28	25.184
16:42:28	25.185
16:42:29	25.182
16:42:29	25.182
16:42:30	25.181
16:42:30	25.18
16:42:31	25.181
16:42:31	25.182
16:42:32	25.183
16:42:32	25.184
16:42:33	25.184
16:42:33	25.184
16:42:34	25.182
16:42:34	25.183
16:42:35	25.181
16:42:35	25.181
16:42:36	25.18
16:42:36	25.18
16:42:37	25.181
16:42:37	25.18
16:42:38	25.178
16:42:38	25.179
16:42:39	25.179
16:42:39	25.179
16:42:40	25.179
16:42:40	25.181
16:42:41	25.18
16:42:41	25.179
16:42:42	25.178
16:42:42	25.179
16:42:43	25.179
16:42:43	25.178
16:42:44	25.179
16:42:44	25.18
16:42:45	25.182
16:42:45	25.181
16:42:46	25.182
16:42:46	25.183
16:42:47	25.183
16:42:47	25.183
16:42:48	25.182
16:42:48	25.182
16:42:49	25.182
16:42:49	25.18
16:42:50	25.181
16:42:50	25.182
16:42:51	25.181
16:42:51	25.181
16:42:52	25.18
16:42:52	25.181
16:42:53	25.181
16:42:53	25.182
16:42:54	25.183
16:42:54	25.184
16:42:55	25.183
16:42:55	25.184
16:42:56	25.182
16:42:56	25.181
16:42:57	25.18
16:42:57	25.178
16:42:58	25.179
16:42:58	25.179
16:42:59	25.179
16:42:59	25.179
16:43:00	25.18
16:43:00	25.18
16:43:01	25.181
16:43:01	25.181
16:43:02	25.183
16:43:02	25.183
16:43:03	25.183
16:43:03	25.182
16:43:04	25.181
16:43:04	25.179
16:43:05	25.178
16:43:05	25.179
16:43:06	25.18
16:43:06	25.181
16:43:07	25.182
16:43:07	25.183
16:43:08	25.182
16:43:08	25.179
16:43:09	25.178
16:43:09	25.177
16:43:10	25.176
16:43:10	25.176
16:43:11	25.176
16:43:11	25.177
16:43:12	25.179
16:43:12	25.178
16:43:13	25.179
16:43:13	25.18
16:43:14	25.179
16:43:14	25.179
16:43:15	25.181
16:43:15	25.179
16:43:16	25.179
16:43:16	25.178
16:43:17	25.177
16:43:17	25.181
16:43:18	25.181
16:43:18	25.179
16:43:19	25.18
16:43:19	25.18
16:43:20	25.182
16:43:20	25.181
16:43:21	25.178
16:43:21	25.178
16:43:22	25.179
16:43:22	25.178
16:43:23	25.177
16:43:23	25.175
16:43:24	25.177
16:43:24	25.177
16:43:25	25.177
16:43:25	25.178
16:43:26	25.18
16:43:26	25.18
16:43:27	25.182
16:43:27	25.181
16:43:28	25.181
16:43:28	25.181
16:43:29	25.18
16:43:29	25.181
16:43:30	25.181
16:43:30	25.179
16:43:31	25.18
16:43:31	25.178
16:43:32	25.178
16:43:32	25.179
16:43:33	25.179
16:43:33	25.179
16:43:34	25.181
16:43:34	25.181
16:43:35	25.182
16:43:35	25.182
16:43:36	25.18
16:43:36	25.18
16:43:37	25.181
16:43:37	25.18
16:43:38	25.179
16:43:38	25.179
16:43:39	25.18
16:43:39	25.179
16:43:40	25.177
16:43:40	25.178
16:43:41	25.179
16:43:41	25.179
16:43:42	25.179
16:43:42	25.18
16:43:43	25.182
16:43:43	25.181
16:43:44	25.18
16:43:44	25.181
16:43:45	25.18
16:43:45	25.181
16:43:46	25.18
16:43:46	25.179
16:43:47	25.179
16:43:47	25.178
16:43:48	25.179
16:43:48	25.179
16:43:49	25.176
16:43:49	25.176
16:43:50	25.177
16:43:50	25.176
16:43:51	25.177
16:43:51	25.176
16:43:52	25.178
16:43:52	25.18
16:43:53	25.179
16:43:53	25.18
16:43:54	25.182
16:43:54	25.182
16:43:55	25.182
16:43:55	25.181
16:43:56	25.179
16:43:56	25.179
16:43:57	25.178
