Time - A.ExtT.T (°C)	Temperature (°C) - A.ExtT.T (°C)
15:23:05	25.163
15:23:06	25.162
15:23:06	25.162
15:23:06	25.161
15:23:07	25.162
15:23:07	25.163
15:23:07	25.162
15:23:08	25.163
15:23:08	25.164
15:23:08	25.163
15:23:09	25.163
15:23:09	25.164
15:23:09	25.164
15:23:10	25.163
15:23:10	25.163
15:23:10	25.164
15:23:11	25.164
15:23:11	25.165
15:23:12	25.165
15:23:12	25.164
15:23:13	25.165
15:23:13	25.166
15:23:14	25.166
15:23:14	25.165
15:23:15	25.164
15:23:15	25.164
15:23:16	25.164
15:23:16	25.165
15:23:17	25.165
15:23:17	25.165
15:23:18	25.164
15:23:18	25.164
15:23:19	25.163
15:23:19	25.163
15:23:20	25.164
15:23:20	25.164
15:23:21	25.163
15:23:21	25.164
15:23:22	25.164
15:23:22	25.163
15:23:23	25.16
15:23:23	25.161
15:23:24	25.163
15:23:24	25.163
15:23:25	25.162
15:23:25	25.163
15:23:26	25.164
15:23:26	25.164
15:23:27	25.165
15:23:27	25.163
15:23:28	25.163
15:23:28	25.161
15:23:29	25.162
15:23:29	25.162
15:23:30	25.162
15:23:30	25.162
15:23:31	25.163
15:23:31	25.164
15:23:32	25.163
15:23:32	25.163
15:23:33	25.162
15:23:33	25.162
15:23:34	25.162
15:23:34	25.161
15:23:35	25.162
15:23:35	25.162
15:23:36	25.163
15:23:36	25.162
15:23:37	25.163
15:23:37	25.163
15:23:38	25.162
15:23:38	25.162
15:23:39	25.16
15:23:39	25.159
15:23:40	25.161
15:23:40	25.161
15:23:41	25.162
15:23:41	25.162
15:23:42	25.162
15:23:42	25.163
15:23:43	25.163
15:23:43	25.161
15:23:44	25.161
15:23:44	25.162
15:23:45	25.162
15:23:45	25.161
15:23:46	25.161
15:23:46	25.163
15:23:47	25.163
15:23:47	25.164
15:23:48	25.164
15:23:48	25.165
15:23:49	25.165
15:23:49	25.165
15:23:50	25.166
15:23:50	25.165
15:23:51	25.162
15:23:51	25.162
15:23:52	25.161
15:23:52	25.161
15:23:53	25.16
15:23:53	25.161
15:23:54	25.163
15:23:54	25.163
15:23:55	25.165
15:23:55	25.166
15:23:56	25.165
15:23:56	25.165
15:23:57	25.165
15:23:57	25.165
15:23:58	25.166
15:23:58	25.165
15:23:59	25.164
15:23:59	25.164
15:24:00	25.165
15:24:00	25.165
15:24:01	25.164
15:24:01	25.166
15:24:02	25.167
15:24:02	25.168
15:24:03	25.169
15:24:03	25.17
15:24:04	25.169
15:24:04	25.169
15:24:05	25.169
