time /s	I /nA	
0.100	28.763	
0.200	21.503	
0.300	3.135	
0.400	7.827	
0.500	-6.713	
0.600	-8.945	
0.700	-15.063	
0.800	7.182	
0.900	-9.719	
1.000	14.930	
1.100	-7.552	
1.200	11.526	
1.300	0.474	
1.400	-0.227	
1.500	10.899	
1.600	3.524	
1.700	-25.012	
1.800	-2.444	
1.900	-4.947	
2.000	-2.819	
2.100	15.460	
2.200	-17.708	
2.300	1.773	
2.400	-3.998	
2.500	6.070	
2.600	3.000	
2.700	-5.810	
2.800	13.565	
2.900	-3.704	
3.000	0.692	
3.100	3.075	
3.200	-9.378	
3.300	8.382	
3.400	17.820	
3.500	-14.648	
3.600	-0.725	
3.700	8.359	
3.800	-5.126	
3.900	18.032	
4.000	10.338	
4.100	-10.100	
4.200	-1.149	
4.300	-12.020	
4.400	5.327	
4.500	9.264	
4.600	8.999	
4.700	5.906	
4.800	-22.399	
4.900	-5.016	
5.000	7.294	
5.100	10.830	
5.200	-3.246	
5.300	13.980	
5.400	6.323	
5.500	-14.313	
5.600	-4.563	
5.700	25.875	
5.800	0.829	
5.900	-6.080	
6.000	10.356	
6.100	2.880	
6.200	-2.137	
6.300	8.080	
6.400	4.500	
6.500	14.582	
6.600	0.526	
6.700	-8.431	
6.800	3.609	
6.900	-8.150	
7.000	4.384	
7.100	-12.133	
7.200	-12.760	
7.300	-0.455	
7.400	9.724	
7.500	0.789	
7.600	0.168	
7.700	-14.230	
7.800	11.712	
7.900	-6.267	
8.000	15.158	
8.100	5.763	
8.200	10.566	
8.300	3.335	
8.400	-0.325	
8.500	7.511	
8.600	-2.021	
8.700	-12.398	
8.800	-1.403	
8.900	-22.894	
9.000	-10.351	
9.100	11.413	
9.200	20.868	
9.300	-9.797	
9.400	12.752	
9.500	-9.273	
9.600	5.447	
9.700	5.400	
9.800	2.356	
9.900	0.889	
10.000	-10.953	
10.100	-8.899	
10.200	-18.543	
10.300	-2.273	
10.400	4.031	
10.500	-3.950	
10.600	-1.680	
10.700	15.731	
10.800	21.276	
10.900	2.450	
11.000	8.525	
11.100	0.151	
11.200	6.850	
11.300	-10.467	
11.400	8.194	
11.500	-12.290	
11.600	-4.013	
11.700	5.534	
11.800	-3.635	
11.900	18.394	
12.000	1.583	
12.100	-10.104	
12.200	5.036	
12.300	-6.500	
12.400	-4.528	
12.500	-15.129	
12.600	6.445	
12.700	-3.513	
12.800	-1.499	
12.900	-4.816	
13.000	-2.643	
13.100	4.612	
13.200	-13.363	
13.300	6.958	
13.400	-14.456	
13.500	20.021	
13.600	-7.222	
13.700	-18.896	
13.800	-4.438	
13.900	11.445	
14.000	-2.625	
14.100	-18.257	
14.200	-12.610	
14.300	23.314	
14.400	-5.776	
14.500	-20.679	
14.600	-9.077	
14.700	-7.338	
14.800	-6.251	
14.900	-19.595	
15.000	3.798	
15.100	9.587	
15.200	4.913	
15.300	-8.129	
15.400	-11.831	
15.500	0.991	
15.600	-7.153	
15.700	-4.322	
15.800	8.671	
15.900	-16.210	
16.000	-4.509	
16.100	-2.480	
16.200	-11.193	
16.300	12.679	
16.400	14.859	
16.500	-25.338	
16.600	-17.672	
16.700	11.621	
16.800	-0.147	
16.900	-1.066	
17.000	-7.644	
17.100	-26.779	
17.200	8.762	
17.300	-0.375	
17.400	-19.268	
17.500	19.978	
17.600	7.400	
17.700	-2.850	
17.800	9.036	
17.900	-19.877	
18.000	-10.617	
18.100	9.651	
18.200	13.821	
18.300	-12.368	
18.400	3.390	
18.500	9.408	
18.600	-2.009	
18.700	-0.416	
18.800	4.150	
18.900	-2.756	
19.000	-12.159	
19.100	-7.959	
19.200	8.258	
19.300	-6.939	
19.400	-4.661	
19.500	6.193	
19.600	0.003	
19.700	-0.577	
19.800	-3.036	
19.900	-8.102	
20.000	-8.720	
20.100	2.332	
20.200	23.553	
20.300	9.695	
20.400	-2.669	
20.500	-3.544	
20.600	6.980	
20.700	1.480	
20.800	-5.423	
20.900	-8.996	
21.000	-6.011	
21.100	-24.349	
21.200	-2.136	
21.300	6.046	
21.400	6.557	
21.500	17.437	
21.600	-14.075	
21.700	0.749	
21.800	-9.575	
21.900	7.383	
22.000	-0.799	
22.100	-10.236	
22.200	-8.320	
22.300	-8.273	
22.400	-7.657	
22.500	7.535	
22.600	12.897	
22.700	-20.696	
22.800	-8.143	
22.900	-13.502	
23.000	-8.840	
23.100	-0.510	
23.200	-17.242	
23.300	3.980	
23.400	5.302	
23.500	-25.252	
23.600	-20.994	
23.700	-6.021	
23.800	5.846	
23.900	-17.427	
24.000	11.183	
24.100	0.856	
24.200	-6.596	
24.300	1.349	
24.400	15.670	
24.500	-0.124	
24.600	1.709	
24.700	-30.617	
24.800	1.446	
24.900	-6.685	
25.000	15.474	
25.100	-8.274	
25.200	-8.885	
25.300	-25.345	
25.400	3.875	
25.500	13.426	
25.600	-16.021	
25.700	-14.642	
25.800	19.896	
25.900	-7.242	
26.000	-12.671	
26.100	10.684	
26.200	0.630	
26.300	1.630	
26.400	-11.718	
26.500	-9.605	
26.600	-8.137	
26.700	15.474	
26.800	2.982	
26.900	-6.162	
27.000	-6.348	
27.100	-9.496	
27.200	16.669	
27.300	-7.076	
27.400	7.981	
27.500	-12.970	
27.600	-15.374	
27.700	2.271	
27.800	8.879	
27.900	-5.094	
28.000	-4.732	
