time /s	I /nA	
0.100	60.400	
0.200	17.525	
0.300	31.298	
0.400	30.607	
0.500	35.267	
0.600	11.527	
0.700	29.454	
0.800	23.704	
0.900	16.378	
1.000	18.242	
1.100	29.632	
1.200	12.684	
1.300	36.012	
1.400	20.716	
1.500	31.852	
1.600	1.860	
1.700	32.046	
1.800	17.165	
1.900	10.066	
2.000	48.575	
2.100	28.341	
2.200	12.870	
2.300	19.480	
2.400	31.410	
2.500	21.967	
2.600	14.916	
2.700	37.740	
2.800	27.172	
2.900	17.568	
3.000	20.726	
3.100	7.966	
3.200	37.278	
3.300	32.321	
3.400	17.720	
3.500	32.749	
3.600	15.752	
3.700	13.134	
3.800	16.878	
3.900	32.313	
4.000	19.381	
4.100	30.207	
4.200	25.793	
4.300	32.675	
4.400	20.012	
4.500	28.326	
4.600	20.558	
4.700	22.145	
4.800	39.563	
4.900	34.433	
5.000	34.184	
5.100	18.386	
5.200	25.670	
5.300	20.710	
5.400	19.487	
5.500	19.383	
5.600	28.861	
5.700	22.197	
5.800	8.388	
5.900	19.982	
6.000	38.590	
6.100	18.034	
6.200	32.337	
6.300	25.666	
6.400	21.046	
6.500	30.439	
6.600	28.535	
6.700	16.863	
6.800	34.077	
6.900	37.069	
7.000	30.904	
7.100	14.243	
7.200	38.830	
7.300	24.674	
7.400	23.920	
7.500	38.433	
7.600	5.180	
7.700	38.181	
7.800	17.661	
7.900	24.767	
8.000	19.660	
8.100	32.447	
8.200	36.739	
8.300	25.514	
8.400	25.583	
8.500	16.518	
8.600	33.472	
8.700	42.165	
8.800	23.140	
8.900	35.461	
9.000	26.309	
9.100	26.841	
9.200	21.944	
9.300	30.375	
9.400	22.769	
9.500	30.987	
9.600	21.181	
9.700	33.431	
9.800	17.112	
9.900	33.841	
10.000	36.995	
10.100	31.295	
10.200	43.573	
10.300	28.213	
10.400	21.010	
10.500	26.440	
10.600	31.753	
10.700	25.263	
10.800	32.195	
10.900	57.427	
11.000	17.974	
11.100	19.982	
11.200	22.504	
11.300	44.856	
11.400	31.183	
11.500	23.329	
11.600	24.195	
11.700	33.836	
11.800	42.965	
11.900	29.753	
12.000	23.428	
12.100	35.415	
12.200	34.387	
12.300	12.948	
12.400	42.361	
12.500	33.956	
12.600	49.573	
12.700	19.052	
12.800	19.225	
12.900	32.471	
13.000	30.611	
13.100	30.557	
13.200	31.483	
13.300	22.312	
13.400	23.768	
13.500	31.886	
13.600	34.795	
13.700	21.107	
13.800	45.215	
13.900	43.994	
14.000	28.218	
14.100	12.421	
14.200	17.232	
14.300	27.201	
14.400	31.344	
14.500	35.836	
14.600	35.842	
14.700	23.317	
14.800	40.435	
14.900	28.057	
15.000	34.064	
15.100	16.703	
15.200	27.613	
15.300	29.632	
15.400	30.342	
15.500	34.000	
15.600	42.939	
15.700	40.601	
15.800	15.151	
15.900	32.353	
16.000	29.595	
16.100	30.691	
16.200	38.385	
16.300	22.964	
16.400	33.718	
16.500	26.366	
16.600	22.091	
16.700	28.263	
16.800	5.152	
16.900	9.120	
17.000	33.788	
17.100	34.506	
17.200	22.954	
17.300	16.147	
17.400	16.426	
17.500	8.006	
17.600	27.237	
17.700	38.478	
17.800	16.982	
17.900	21.347	
18.000	42.711	
18.100	27.126	
18.200	36.628	
18.300	17.718	
18.400	20.970	
18.500	28.776	
18.600	23.251	
18.700	11.228	
18.800	18.003	
18.900	29.335	
19.000	15.890	
19.100	36.009	
19.200	26.162	
19.300	29.259	
19.400	33.027	
19.500	24.264	
19.600	26.716	
19.700	22.764	
19.800	26.262	
19.900	29.087	
20.000	33.721	
20.100	22.438	
20.200	23.536	
20.300	22.080	
20.400	9.782	
20.500	25.633	
20.600	24.398	
20.700	32.179	
20.800	33.834	
20.900	20.697	
21.000	16.229	
21.100	13.981	
21.200	35.778	
21.300	30.575	
21.400	24.445	
21.500	36.927	
21.600	16.927	
21.700	23.868	
21.800	18.843	
21.900	27.876	
22.000	25.484	
22.100	38.585	
22.200	13.280	
22.300	15.660	
22.400	26.417	
22.500	31.643	
22.600	29.919	
22.700	44.115	
22.800	30.112	
22.900	12.176	
23.000	39.048	
23.100	23.398	
23.200	25.148	
23.300	-2.372	
23.400	27.972	
23.500	21.980	
23.600	22.607	
23.700	24.859	
23.800	32.308	
23.900	23.661	
24.000	33.825	
24.100	28.717	
24.200	29.763	
24.300	16.394	
24.400	26.791	
24.500	17.588	
24.600	24.460	
24.700	20.378	
24.800	4.523	
24.900	19.138	
25.000	18.146	
25.100	21.622	
25.200	24.635	
25.300	23.975	
25.400	43.061	
25.500	19.887	
25.600	26.110	
25.700	16.576	
25.800	24.307	
25.900	23.848	
26.000	16.115	
26.100	25.858	
26.200	9.980	
26.300	32.799	
26.400	39.462	
26.500	11.897	
26.600	20.287	
26.700	28.927	
26.800	20.417	
26.900	7.451	
27.000	30.099	
27.100	30.523	
27.200	16.412	
27.300	6.718	
27.400	14.315	
27.500	17.839	
27.600	13.728	
27.700	14.213	
27.800	22.743	
27.900	34.612	
28.000	31.744	
28.100	29.644	
28.200	27.312	
28.300	35.492	
28.400	24.881	
28.500	16.012	
28.600	7.410	
28.700	29.759	
28.800	22.131	
28.900	22.785	
29.000	27.787	
29.100	17.843	
29.200	13.719	
29.300	16.299	
29.400	25.392	
29.500	10.898	
29.600	20.614	
29.700	32.555	
29.800	22.195	
29.900	20.825	
30.000	22.555	
30.100	35.099	
30.200	21.716	
30.300	42.926	
30.400	10.549	
30.500	24.711	
30.600	48.755	
30.700	26.774	
30.800	20.047	
30.900	8.606	
31.000	33.431	
31.100	33.905	
31.200	36.894	
31.300	24.014	
31.400	13.360	
31.500	32.019	
31.600	12.247	
31.700	29.440	
31.800	33.334	
31.900	30.038	
32.000	36.718	
32.100	27.185	
32.200	10.404	
32.300	20.817	
32.400	24.173	
32.500	32.865	
32.600	31.856	
32.700	26.941	
32.800	36.185	
32.900	26.065	
33.000	31.648	
33.100	33.516	
33.200	18.787	
33.300	26.720	
33.400	20.101	
33.500	34.054	
33.600	43.602	
33.700	23.972	
33.800	17.351	
33.900	56.339	
34.000	17.169	
34.100	31.350	
34.200	28.921	
34.300	37.324	
34.400	33.686	
34.500	35.585	
34.600	41.611	
34.700	13.949	
34.800	20.685	
34.900	30.355	
35.000	31.835	
35.100	25.320	
35.200	22.119	
35.300	29.496	
35.400	32.590	
35.500	37.960	
35.600	31.845	
35.700	34.608	
35.800	21.772	
35.900	19.027	
36.000	22.299	
36.100	17.950	
36.200	28.955	
36.300	29.772	
36.400	26.591	
36.500	35.686	
36.600	21.124	
36.700	26.521	
36.800	41.987	
36.900	8.186	
37.000	21.865	
37.100	16.931	
37.200	21.122	
37.300	29.729	
37.400	25.166	
37.500	17.989	
37.600	20.184	
37.700	28.430	
37.800	27.212	
37.900	15.414	
38.000	40.899	
38.100	33.520	
38.200	7.544	
38.300	31.153	
38.400	27.668	
38.500	28.381	
38.600	27.903	
38.700	34.673	
38.800	25.997	
38.900	39.326	
39.000	34.339	
39.100	10.770	
39.200	12.704	
39.300	29.160	
39.400	37.840	
39.500	24.870	
39.600	18.488	
39.700	26.033	
39.800	42.814	
39.900	19.874	
40.000	29.235	
40.100	15.193	
40.200	38.063	
40.300	38.944	
40.400	17.633	
40.500	41.841	
40.600	51.648	
40.700	17.368	
40.800	31.612	
40.900	34.986	
41.000	14.515	
41.100	17.784	
41.200	37.399	
41.300	18.296	
41.400	42.152	
41.500	7.368	
41.600	31.466	
41.700	46.761	
41.800	25.655	
41.900	26.172	
42.000	26.438	
42.100	29.088	
42.200	15.605	
42.300	36.100	
42.400	21.375	
42.500	34.952	
42.600	38.143	
42.700	29.133	
42.800	28.711	
42.900	29.676	
43.000	27.027	
43.100	27.995	
43.200	37.253	
43.300	20.666	
43.400	26.167	
43.500	30.245	
43.600	33.042	
43.700	11.922	
43.800	39.822	
43.900	29.033	
44.000	17.020	
44.100	36.624	
44.200	28.567	
44.300	31.379	
44.400	33.227	
44.500	22.839	
44.600	18.351	
44.700	40.068	
44.800	27.717	
44.900	9.895	
45.000	30.500	
45.100	34.234	
45.200	24.178	
45.300	20.484	
45.400	21.756	
45.500	40.131	
45.600	27.682	
45.700	17.917	
45.800	34.566	
45.900	27.883	
46.000	32.305	
46.100	9.057	
46.200	42.809	
46.300	14.931	
46.400	20.892	
46.500	34.322	
46.600	8.899	
46.700	27.407	
46.800	37.421	
46.900	14.511	
47.000	1.303	
47.100	26.296	
47.200	45.660	
47.300	18.166	
47.400	32.013	
47.500	23.896	
47.600	20.800	
47.700	35.184	
47.800	24.535	
47.900	14.367	
48.000	14.079	
48.100	25.991	
48.200	29.126	
48.300	34.906	
48.400	26.170	
48.500	20.886	
48.600	19.353	
48.700	14.895	
48.800	36.905	
48.900	33.751	
49.000	31.041	
49.100	18.011	
49.200	32.785	
49.300	15.753	
49.400	26.202	
49.500	18.613	
49.600	24.573	
49.700	29.240	
49.800	17.944	
49.900	14.463	
50.000	25.211	
50.100	22.967	
50.200	28.116	
50.300	39.614	
50.400	-8.118	
50.500	35.033	
50.600	31.613	
50.700	38.757	
50.800	25.095	
50.900	22.635	
51.000	16.693	
51.100	27.172	
51.200	23.191	
51.300	37.711	
51.400	15.275	
51.500	39.710	
51.600	30.494	
51.700	28.070	
51.800	31.864	
51.900	15.089	
52.000	17.496	
52.100	22.557	
52.200	17.483	
52.300	32.413	
52.400	9.821	
52.500	22.466	
52.600	27.411	
52.700	8.896	
52.800	28.167	
52.900	20.921	
53.000	35.917	
53.100	36.635	
53.200	8.502	
53.300	24.674	
53.400	18.821	
53.500	18.086	
53.600	27.409	
