time /s	I /nA	
0.100	36.206	
0.200	-22.537	
0.300	-9.590	
0.400	-18.139	
0.500	-15.810	
0.600	-19.392	
0.700	-17.722	
0.800	-8.466	
0.900	-0.963	
1.000	-23.514	
1.100	-19.411	
1.200	-6.539	
1.300	-0.574	
1.400	9.997	
1.500	-27.237	
1.600	-16.604	
1.700	-12.894	
1.800	-11.957	
1.900	-22.483	
2.000	-34.997	
2.100	-24.785	
2.200	-6.211	
2.300	-13.705	
2.400	-26.851	
2.500	-16.074	
2.600	-11.216	
2.700	-16.411	
2.800	-35.774	
2.900	-29.081	
3.000	-0.971	
3.100	-12.250	
3.200	-11.031	
3.300	-6.340	
3.400	-17.260	
3.500	-25.365	
3.600	-11.296	
3.700	-15.213	
3.800	-2.773	
3.900	-12.353	
4.000	-29.254	
4.100	-6.046	
4.200	-0.931	
4.300	-27.972	
4.400	-16.678	
4.500	-24.366	
4.600	-11.466	
4.700	-12.041	
4.800	0.661	
4.900	-5.193	
5.000	-1.949	
5.100	-14.619	
5.200	-14.754	
5.300	-1.781	
5.400	-0.691	
5.500	-28.083	
5.600	11.588	
5.700	-15.516	
5.800	-21.038	
5.900	-19.594	
6.000	-8.415	
6.100	-8.583	
6.200	-10.783	
6.300	-16.769	
6.400	-5.983	
6.500	-2.468	
6.600	-6.788	
6.700	-33.218	
6.800	-12.173	
6.900	5.057	
7.000	-1.812	
7.100	-44.325	
7.200	-5.833	
7.300	-15.200	
7.400	-10.490	
7.500	-5.383	
7.600	-20.833	
7.700	-9.605	
7.800	-33.498	
7.900	-8.798	
8.000	-29.876	
8.100	-10.844	
8.200	-0.361	
8.300	-3.877	
8.400	-10.061	
8.500	-13.100	
8.600	-17.271	
8.700	-10.991	
8.800	-8.517	
8.900	-16.934	
9.000	-17.108	
9.100	-2.447	
9.200	-20.093	
9.300	-7.344	
9.400	-13.419	
9.500	-11.847	
9.600	-21.661	
9.700	-8.860	
9.800	-21.343	
9.900	-23.724	
10.000	-2.233	
10.100	-7.860	
10.200	-0.563	
10.300	-13.796	
10.400	-34.802	
10.500	-11.093	
10.600	-10.716	
10.700	-11.628	
10.800	-10.765	
10.900	-16.034	
11.000	-10.903	
11.100	-21.570	
11.200	-2.731	
11.300	-16.012	
11.400	-8.074	
11.500	-16.597	
11.600	-18.526	
11.700	10.269	
11.800	-25.296	
11.900	-18.002	
12.000	-24.467	
12.100	-16.430	
12.200	-8.575	
12.300	-7.969	
12.400	-9.307	
12.500	-15.190	
12.600	-4.174	
12.700	-12.439	
12.800	5.998	
12.900	9.026	
13.000	-21.482	
13.100	2.849	
13.200	-29.420	
13.300	-0.863	
13.400	-5.767	
13.500	-17.476	
13.600	-9.546	
13.700	-3.174	
13.800	1.556	
13.900	-19.149	
14.000	-4.356	
14.100	-12.792	
14.200	-16.586	
14.300	-6.576	
14.400	-8.126	
14.500	-16.745	
14.600	-2.642	
14.700	4.463	
14.800	5.941	
14.900	-31.252	
15.000	-22.468	
15.100	-4.858	
15.200	-9.447	
15.300	-27.822	
15.400	-13.034	
15.500	-19.957	
15.600	-6.912	
15.700	7.036	
15.800	-12.632	
15.900	-14.092	
16.000	-25.946	
16.100	-12.447	
16.200	-10.008	
16.300	-20.812	
16.400	-5.896	
16.500	-2.525	
16.600	-12.525	
16.700	-5.305	
16.800	-16.773	
16.900	-7.757	
17.000	-21.227	
17.100	1.487	
17.200	-21.715	
17.300	-27.105	
17.400	-5.735	
17.500	-4.913	
17.600	-18.905	
17.700	-27.251	
17.800	-2.064	
17.900	-13.206	
18.000	0.512	
18.100	2.197	
18.200	-1.439	
18.300	-18.223	
18.400	-15.635	
18.500	7.642	
18.600	-20.175	
18.700	-20.197	
18.800	-3.645	
18.900	-3.533	
19.000	-26.694	
19.100	-22.736	
19.200	-18.911	
19.300	-33.452	
19.400	-6.156	
19.500	13.921	
19.600	-14.382	
19.700	-5.495	
19.800	-11.711	
19.900	-14.641	
20.000	-13.164	
20.100	-10.171	
20.200	12.372	
20.300	-16.314	
20.400	-16.504	
20.500	-24.210	
20.600	-2.617	
20.700	-2.298	
20.800	-20.878	
20.900	-16.008	
21.000	0.679	
21.100	-20.555	
21.200	-4.397	
21.300	-15.228	
21.400	-5.796	
21.500	-9.386	
21.600	0.676	
21.700	-42.380	
21.800	-21.286	
21.900	-18.383	
22.000	-2.225	
22.100	-0.931	
22.200	-0.734	
22.300	-9.082	
22.400	-2.890	
22.500	-26.330	
22.600	-7.545	
22.700	12.222	
22.800	-26.216	
22.900	-8.738	
23.000	-14.945	
23.100	-31.092	
23.200	-0.905	
