time /s	I /nA	
0.100	48.859	
0.200	16.349	
0.300	-1.058	
0.400	6.874	
0.500	-3.338	
0.600	-11.098	
0.700	3.287	
0.800	1.715	
0.900	-4.947	
1.000	-7.796	
1.100	7.117	
1.200	-0.264	
1.300	-9.976	
1.400	-3.239	
1.500	4.639	
1.600	7.246	
1.700	-5.677	
1.800	2.264	
1.900	-7.519	
2.000	-12.341	
2.100	-12.033	
2.200	10.559	
2.300	-0.700	
2.400	-11.432	
2.500	-2.227	
2.600	2.854	
2.700	-7.045	
2.800	-8.811	
2.900	-1.620	
3.000	7.351	
3.100	7.718	
3.200	-1.528	
3.300	-17.082	
3.400	-17.608	
3.500	-2.333	
3.600	-9.565	
3.700	11.685	
3.800	-7.168	
3.900	-5.796	
4.000	11.205	
4.100	-6.975	
4.200	4.276	
4.300	2.191	
4.400	-9.074	
4.500	-15.183	
4.600	-6.339	
4.700	3.690	
4.800	6.241	
4.900	3.804	
5.000	-9.269	
5.100	-9.060	
5.200	-8.623	
5.300	11.101	
5.400	-0.777	
5.500	-9.074	
5.600	-3.377	
5.700	-19.189	
5.800	19.014	
5.900	-5.845	
6.000	-0.624	
6.100	-6.352	
6.200	10.516	
6.300	-2.585	
6.400	-16.588	
6.500	-15.346	
6.600	20.457	
6.700	-4.304	
6.800	-13.971	
6.900	-8.484	
7.000	1.267	
7.100	17.135	
7.200	0.992	
7.300	-16.108	
7.400	-13.527	
7.500	-15.216	
7.600	-1.361	
7.700	2.585	
7.800	-23.794	
7.900	3.843	
8.000	-0.483	
8.100	6.067	
8.200	-3.546	
8.300	-13.251	
8.400	12.508	
8.500	-10.216	
8.600	-0.654	
8.700	10.653	
8.800	5.150	
8.900	8.623	
9.000	-0.890	
9.100	-2.754	
9.200	-14.895	
9.300	-1.602	
9.400	-1.221	
9.500	-6.298	
9.600	-2.085	
9.700	-0.460	
9.800	-9.193	
9.900	-12.229	
10.000	15.994	
10.100	-8.094	
10.200	3.762	
10.300	-10.255	
10.400	13.665	
10.500	-9.345	
10.600	5.984	
10.700	8.251	
10.800	-11.150	
10.900	-13.697	
11.000	-12.678	
11.100	-8.600	
11.200	-4.387	
11.300	-26.037	
11.400	0.515	
11.500	-3.083	
11.600	-9.013	
11.700	-7.946	
11.800	0.557	
11.900	-2.739	
12.000	-21.379	
12.100	-25.092	
12.200	2.314	
12.300	12.637	
12.400	-4.271	
12.500	-2.911	
12.600	0.852	
12.700	-10.504	
12.800	-1.918	
12.900	-2.084	
13.000	1.437	
13.100	-14.399	
13.200	-9.926	
13.300	1.245	
13.400	-5.612	
13.500	6.957	
13.600	2.392	
13.700	-0.784	
13.800	-9.175	
13.900	-20.097	
14.000	19.765	
14.100	-0.132	
14.200	-4.766	
14.300	-9.150	
14.400	-5.714	
14.500	-29.331	
14.600	9.654	
14.700	14.213	
14.800	-26.561	
14.900	2.691	
15.000	7.969	
15.100	-0.171	
15.200	-0.746	
15.300	4.048	
15.400	-2.181	
