time /s	I /nA	
91.300	14.445	
91.400	-18.120	
91.500	4.553	
91.600	-22.496	
91.700	-28.939	
91.800	-15.986	
91.900	-13.523	
92.000	8.485	
92.100	-34.636	
92.200	-2.289	
92.300	-24.772	
92.400	-6.186	
92.500	-2.097	
92.600	-22.440	
92.700	-4.012	
92.800	-2.381	
92.900	-23.944	
93.000	-16.922	
93.100	6.555	
93.200	-19.661	
93.300	-15.976	
93.400	-14.603	
93.500	-28.507	
93.600	-35.763	
93.700	-3.681	
93.800	-17.302	
93.900	9.708	
94.000	-31.504	
94.100	-43.561	
94.200	1.756	
94.300	-30.518	
94.400	-25.831	
94.500	-23.041	
94.600	-26.331	
94.700	-16.412	
94.800	-18.683	
94.900	-15.472	
95.000	-24.131	
95.100	4.456	
95.200	-34.890	
95.300	-41.257	
95.400	-15.961	
95.500	-14.327	
95.600	-25.231	
95.700	-29.534	
95.800	-16.400	
95.900	-33.577	
96.000	-6.595	
96.100	-2.865	
96.200	-27.093	
96.300	-20.242	
96.400	-22.889	
96.500	-31.632	
96.600	-34.106	
96.700	-11.332	
96.800	-23.525	
96.900	-31.361	
97.000	-34.100	
97.100	-41.727	
97.200	-9.692	
97.300	-11.919	
97.400	-26.638	
97.500	-34.158	
97.600	-26.956	
97.700	-14.728	
97.800	-17.468	
97.900	-14.033	
98.000	-8.555	
98.100	-27.982	
98.200	-30.695	
98.300	-33.016	
98.400	-14.904	
98.500	-36.483	
98.600	-5.782	
98.700	-25.219	
98.800	-16.682	
98.900	-42.371	
99.000	-14.405	
99.100	-30.402	
99.200	-6.275	
99.300	-19.057	
99.400	-25.839	
99.500	-27.778	
99.600	1.070	
99.700	-22.219	
99.800	-16.382	
99.900	-50.088	
100.000	-33.170	
100.100	-41.321	
100.200	-0.400	
100.300	-4.475	
100.400	-3.973	
100.500	-49.561	
100.600	-44.615	
100.700	-23.907	
100.800	-16.014	
100.900	-24.343	
101.000	-26.070	
101.100	-27.192	
101.200	-35.978	
101.300	-24.729	
101.400	-21.502	
101.500	-13.688	
101.600	-34.245	
101.700	-36.971	
101.800	-37.931	
101.900	-17.781	
102.000	-29.481	
102.100	-35.597	
102.200	-45.223	
102.300	-25.253	
102.400	-11.602	
102.500	-37.996	
102.600	-4.323	
102.700	-25.739	
102.800	-29.661	
102.900	-46.290	
103.000	-30.109	
103.100	-25.956	
103.200	-40.121	
103.300	-25.475	
103.400	-41.415	
103.500	-31.655	
103.600	-38.875	
103.700	-46.306	
103.800	-19.656	
103.900	-25.630	
104.000	-38.614	
104.100	-17.254	
104.200	-26.958	
104.300	-22.332	
104.400	-24.523	
104.500	-22.833	
104.600	-36.394	
104.700	-33.712	
104.800	-30.882	
104.900	-20.276	
105.000	-35.081	
105.100	-39.113	
105.200	-29.986	
105.300	-50.931	
105.400	-19.896	
105.500	-19.069	
105.600	-26.690	
105.700	-34.454	
105.800	-37.479	
105.900	-30.183	
106.000	-23.045	
106.100	-31.889	
106.200	-12.413	
106.300	-29.376	
106.400	-39.290	
106.500	-32.695	
106.600	-43.122	
106.700	-41.324	
106.800	-28.684	
106.900	-56.854	
107.000	-21.938	
107.100	-56.291	
107.200	-31.286	
107.300	-23.599	
107.400	-16.512	
107.500	-28.964	
107.600	-21.397	
107.700	-27.687	
107.800	-36.311	
107.900	-24.968	
108.000	-50.426	
108.100	-68.102	
108.200	-25.495	
108.300	-25.594	
108.400	-30.624	
108.500	-32.892	
108.600	-36.262	
108.700	-53.719	
108.800	-22.286	
108.900	-38.556	
109.000	-17.824	
109.100	-34.083	
109.200	-46.919	
109.300	-46.570	
109.400	-16.682	
109.500	-32.548	
109.600	-0.543	
109.700	-47.391	
109.800	-55.053	
109.900	-18.246	
110.000	-44.306	
110.100	-19.264	
110.200	-47.161	
110.300	-44.568	
110.400	-24.265	
110.500	-64.124	
110.600	-16.689	
110.700	-15.570	
110.800	-41.250	
110.900	-52.300	
111.000	-31.434	
111.100	-48.943	
111.200	-41.170	
111.300	-2.528	
111.400	-40.271	
111.500	-51.935	
111.600	-58.715	
111.700	-55.802	
111.800	-32.816	
111.900	-35.053	
112.000	-11.886	
112.100	-50.935	
112.200	-33.814	
112.300	-29.361	
112.400	-35.094	
112.500	-32.000	
112.600	-35.891	
112.700	-49.057	
112.800	-52.917	
112.900	-40.236	
113.000	-28.556	
113.100	-30.494	
113.200	-41.690	
113.300	-36.096	
113.400	-33.825	
113.500	-23.044	
113.600	-34.048	
113.700	-42.321	
113.800	-25.755	
113.900	-24.634	
114.000	-54.391	
114.100	-32.822	
114.200	-39.887	
114.300	-36.736	
114.400	-74.712	
114.500	-50.102	
114.600	-24.766	
114.700	-26.074	
114.800	-30.714	
114.900	-32.678	
115.000	-34.540	
115.100	-46.918	
115.200	-44.037	
115.300	-29.369	
115.400	-41.841	
115.500	-34.697	
115.600	-47.952	
115.700	-26.384	
115.800	-35.564	
115.900	-41.892	
116.000	-31.942	
116.100	-14.362	
116.200	-44.265	
116.300	-46.659	
116.400	-46.028	
116.500	-35.325	
116.600	-38.522	
116.700	-32.909	
116.800	-59.380	
116.900	-32.559	
117.000	-22.557	
117.100	-40.247	
117.200	-29.298	
117.300	-41.002	
117.400	-35.757	
117.500	-61.134	
117.600	-27.903	
117.700	-50.358	
117.800	-30.023	
117.900	-52.107	
118.000	-25.692	
118.100	-40.317	
118.200	-21.840	
118.300	-28.248	
118.400	-34.710	
118.500	-45.986	
118.600	-52.272	
118.700	-7.906	
118.800	-32.125	
118.900	-60.612	
119.000	-45.881	
119.100	-19.000	
119.200	-34.368	
119.300	-40.499	
119.400	-32.200	
119.500	-33.904	
119.600	-33.860	
119.700	-42.482	
119.800	-29.750	
119.900	-38.061	
120.000	-46.618	
120.100	-36.756	
120.200	-41.007	
120.300	-44.870	
120.400	-68.872	
120.500	-47.202	
120.600	-2.787	
120.700	-20.202	
120.800	-43.681	
120.900	-63.287	
121.000	-62.290	
121.100	-31.433	
121.200	-33.255	
121.300	-60.780	
121.400	-34.028	
121.500	-39.042	
121.600	-50.996	
121.700	-58.009	
121.800	-18.787	
121.900	-33.929	
122.000	-48.726	
122.100	-56.206	
122.200	-33.273	
122.300	-41.588	
122.400	-30.162	
122.500	-20.432	
122.600	-34.280	
122.700	-34.857	
122.800	-43.523	
122.900	-42.435	
123.000	-28.044	
123.100	-33.170	
123.200	-42.893	
123.300	-65.565	
123.400	-39.227	
123.500	-12.591	
123.600	-46.669	
123.700	-27.234	
123.800	-27.710	
123.900	-67.692	
124.000	-24.765	
124.100	-33.270	
124.200	-13.625	
124.300	-37.356	
124.400	-53.665	
124.500	-55.964	
124.600	-23.413	
124.700	-13.628	
124.800	-50.600	
124.900	-39.226	
125.000	-57.627	
125.100	-56.461	
125.200	-51.918	
125.300	-35.845	
125.400	-23.596	
125.500	-50.688	
125.600	-48.433	
125.700	-51.567	
125.800	-32.106	
125.900	-25.934	
126.000	-38.279	
126.100	-46.119	
126.200	-42.864	
126.300	-38.300	
126.400	-33.641	
126.500	-22.167	
126.600	-15.018	
126.700	-48.927	
126.800	-46.423	
126.900	-10.646	
127.000	-23.201	
127.100	-32.766	
127.200	-45.283	
127.300	-25.314	
127.400	-24.126	
127.500	-32.357	
127.600	-41.217	
127.700	-16.799	
127.800	-36.712	
127.900	-32.735	
128.000	-43.720	
128.100	-44.673	
128.200	-37.573	
128.300	-36.108	
128.400	-37.632	
128.500	-56.615	
128.600	-36.071	
128.700	-60.032	
128.800	-42.078	
128.900	-47.186	
129.000	-23.327	
129.100	-48.899	
129.200	-58.089	
129.300	-44.440	
129.400	-22.174	
129.500	-5.832	
129.600	-40.970	
129.700	-33.467	
129.800	-61.124	
129.900	-40.169	
130.000	-19.053	
130.100	-22.309	
130.200	-37.769	
130.300	-55.739	
130.400	-30.856	
130.500	-54.918	
130.600	-20.806	
130.700	-21.290	
130.800	-27.444	
130.900	-28.233	
131.000	-32.964	
131.100	-33.793	
131.200	-37.053	
131.300	-34.857	
131.400	-40.418	
131.500	-35.030	
131.600	-47.792	
131.700	-13.098	
131.800	-28.974	
131.900	-37.666	
132.000	-24.821	
132.100	-31.951	
132.200	-33.535	
132.300	-44.967	
132.400	-16.876	
132.500	-26.439	
132.600	-30.028	
132.700	-68.449	
132.800	-52.822	
132.900	-16.653	
133.000	-9.733	
133.100	-23.450	
133.200	-52.290	
133.300	-66.463	
133.400	-31.176	
133.500	26.730	
133.600	-26.031	
133.700	-48.248	
133.800	-38.590	
133.900	-53.441	
134.000	-41.001	
134.100	-22.662	
134.200	-44.317	
134.300	-14.740	
134.400	-31.434	
134.500	-41.135	
134.600	-37.560	
134.700	-68.762	
134.800	-21.395	
134.900	-44.902	
135.000	-37.835	
135.100	-29.667	
135.200	-51.267	
135.300	-10.689	
135.400	-49.922	
135.500	-42.113	
135.600	-28.754	
135.700	-61.213	
135.800	-10.412	
135.900	-20.378	
136.000	-27.198	
136.100	-45.215	
136.200	-56.378	
136.300	-40.546	
136.400	-32.388	
136.500	-17.814	
136.600	-30.329	
136.700	-39.278	
136.800	-44.008	
136.900	-27.882	
137.000	-17.549	
137.100	-45.759	
137.200	-24.187	
137.300	-44.037	
137.400	-45.118	
137.500	-34.706	
137.600	-28.664	
137.700	-39.648	
137.800	-31.691	
137.900	-30.158	
138.000	-48.664	
138.100	-21.114	
138.200	-34.626	
138.300	-42.202	
138.400	-51.585	
138.500	-39.358	
138.600	-14.571	
138.700	-21.943	
138.800	-38.755	
138.900	-41.944	
139.000	-38.474	
139.100	-56.139	
139.200	-30.106	
139.300	-31.108	
139.400	-19.653	
139.500	-31.507	
139.600	-42.173	
139.700	-35.993	
139.800	-54.487	
139.900	-41.107	
140.000	-17.636	
140.100	-34.538	
140.200	-27.812	
140.300	-34.138	
140.400	-46.000	
140.500	-23.225	
140.600	-19.945	
140.700	-29.557	
140.800	-33.700	
140.900	-50.016	
141.000	-43.299	
141.100	-26.975	
141.200	-30.382	
141.300	-65.824	
141.400	-49.708	
141.500	-37.341	
141.600	-33.395	
141.700	-44.774	
141.800	-25.005	
141.900	-7.680	
142.000	-35.355	
142.100	-38.639	
142.200	-68.577	
142.300	-26.894	
142.400	-26.599	
142.500	-70.884	
142.600	-27.874	
142.700	-59.490	
