time /s	I /nA	
0.100	36.309	
0.200	23.527	
0.300	13.888	
0.400	10.978	
0.500	-21.839	
0.600	18.239	
0.700	2.391	
0.800	0.530	
0.900	4.807	
1.000	9.732	
1.100	-1.298	
1.200	19.540	
1.300	-2.323	
1.400	-2.664	
1.500	9.093	
1.600	-2.336	
1.700	16.935	
1.800	3.684	
1.900	-12.493	
2.000	-9.753	
2.100	13.581	
2.200	4.932	
2.300	-0.501	
2.400	-13.391	
2.500	15.481	
2.600	-14.011	
2.700	25.762	
2.800	12.928	
2.900	-0.809	
3.000	-4.256	
3.100	-11.641	
3.200	-1.522	
3.300	-6.662	
3.400	11.074	
3.500	10.195	
3.600	2.518	
3.700	0.554	
3.800	29.220	
3.900	18.478	
4.000	-8.755	
4.100	8.750	
4.200	11.776	
4.300	1.408	
4.400	-11.368	
4.500	12.885	
4.600	-0.144	
4.700	-10.891	
4.800	6.182	
4.900	-3.200	
5.000	8.750	
5.100	9.232	
5.200	6.545	
5.300	-10.319	
5.400	-15.354	
5.500	3.284	
5.600	4.103	
5.700	-6.542	
5.800	13.797	
5.900	5.141	
6.000	-6.837	
6.100	-3.160	
6.200	-0.988	
6.300	27.506	
6.400	10.509	
6.500	0.516	
6.600	-16.939	
6.700	-15.274	
6.800	30.122	
6.900	2.046	
7.000	11.386	
7.100	-13.564	
7.200	-22.498	
7.300	1.841	
7.400	-4.344	
7.500	44.739	
7.600	-19.520	
7.700	-10.779	
7.800	-2.877	
7.900	0.563	
8.000	6.099	
8.100	7.791	
8.200	11.555	
8.300	3.606	
8.400	0.290	
8.500	-12.632	
8.600	0.119	
8.700	12.848	
8.800	-26.768	
8.900	-1.879	
9.000	-5.012	
9.100	10.877	
9.200	14.608	
9.300	-4.599	
9.400	-1.261	
9.500	-6.316	
9.600	1.443	
9.700	-5.861	
9.800	3.141	
9.900	5.972	
10.000	-9.964	
10.100	-4.511	
10.200	1.119	
10.300	21.347	
10.400	14.500	
10.500	17.854	
10.600	-16.247	
10.700	-20.000	
10.800	12.008	
10.900	-15.888	
11.000	-5.586	
11.100	-4.830	
11.200	-5.226	
11.300	-8.412	
11.400	-0.533	
11.500	1.688	
11.600	10.895	
11.700	-8.720	
11.800	-7.879	
11.900	-14.817	
12.000	15.609	
12.100	-10.075	
12.200	9.442	
12.300	-1.084	
12.400	-5.795	
12.500	4.779	
12.600	-3.369	
12.700	3.562	
12.800	10.908	
12.900	-11.226	
13.000	-9.161	
13.100	-3.435	
13.200	-2.118	
13.300	24.037	
13.400	10.848	
13.500	-6.222	
13.600	-5.170	
13.700	-8.816	
13.800	10.835	
13.900	-8.505	
14.000	18.129	
14.100	-12.898	
14.200	-3.665	
14.300	1.205	
14.400	2.725	
14.500	6.150	
14.600	0.116	
