time /s	I /nA	
0.100	20.762	
0.200	6.566	
0.300	0.776	
0.400	2.204	
0.500	9.629	
0.600	11.723	
0.700	-3.117	
0.800	8.646	
0.900	-4.051	
1.000	8.943	
1.100	-3.142	
1.200	6.832	
1.300	0.102	
1.400	-6.417	
1.500	-2.485	
1.600	1.239	
1.700	2.082	
1.800	5.808	
1.900	12.095	
2.000	2.003	
2.100	-8.881	
2.200	7.263	
2.300	3.499	
2.400	8.583	
2.500	0.825	
2.600	5.952	
2.700	-11.707	
2.800	-6.630	
2.900	1.651	
3.000	-2.564	
3.100	7.638	
3.200	2.616	
3.300	-5.701	
3.400	7.971	
3.500	-11.548	
3.600	-0.644	
3.700	7.822	
3.800	15.779	
3.900	-1.879	
4.000	-6.996	
4.100	-1.337	
4.200	7.117	
4.300	-2.842	
4.400	7.583	
4.500	4.683	
4.600	5.159	
4.700	0.205	
4.800	5.685	
4.900	-4.112	
5.000	-2.974	
5.100	-4.338	
5.200	12.090	
5.300	-5.112	
5.400	3.628	
5.500	-1.310	
5.600	-0.342	
5.700	-9.422	
5.800	11.200	
5.900	14.590	
6.000	-8.261	
6.100	-10.467	
6.200	11.354	
6.300	0.746	
6.400	-5.529	
6.500	14.186	
6.600	-1.585	
6.700	1.383	
6.800	-12.925	
6.900	10.669	
7.000	5.348	
7.100	-8.088	
7.200	3.553	
7.300	5.171	
7.400	4.054	
7.500	-13.636	
7.600	3.529	
7.700	9.429	
7.800	0.333	
7.900	4.525	
8.000	-13.175	
8.100	3.902	
8.200	-1.797	
8.300	3.539	
8.400	-6.823	
8.500	1.216	
8.600	9.827	
8.700	12.311	
8.800	9.557	
8.900	7.144	
9.000	-12.358	
9.100	0.592	
9.200	-1.712	
9.300	-12.023	
9.400	4.493	
9.500	-5.748	
9.600	-2.757	
9.700	5.930	
9.800	-14.028	
9.900	11.010	
10.000	14.034	
10.100	-15.015	
10.200	9.157	
10.300	1.999	
10.400	-11.873	
10.500	-1.464	
10.600	-5.731	
10.700	3.508	
10.800	15.348	
10.900	-0.512	
11.000	-5.051	
11.100	0.564	
11.200	3.095	
11.300	6.869	
11.400	5.996	
11.500	-0.491	
11.600	-16.669	
11.700	5.386	
11.800	-6.297	
11.900	-6.659	
12.000	4.756	
12.100	-14.513	
12.200	2.090	
12.300	2.855	
12.400	-10.168	
12.500	10.514	
12.600	-6.820	
12.700	-1.061	
12.800	-5.067	
12.900	-11.511	
13.000	18.527	
13.100	9.450	
13.200	0.688	
13.300	-3.942	
13.400	-5.077	
13.500	4.685	
13.600	-10.420	
13.700	-1.389	
13.800	-2.555	
13.900	-9.784	
14.000	5.859	
14.100	2.888	
14.200	-1.406	
14.300	21.848	
14.400	4.682	
14.500	-2.717	
14.600	-2.736	
14.700	8.729	
14.800	4.635	
14.900	-6.938	
15.000	10.710	
15.100	3.269	
15.200	9.258	
15.300	-6.038	
15.400	5.564	
15.500	-5.533	
15.600	4.667	
15.700	4.254	
15.800	-3.895	
15.900	-5.396	
16.000	-4.031	
16.100	-7.354	
16.200	-10.234	
16.300	5.934	
16.400	5.745	
16.500	15.702	
16.600	5.994	
16.700	-3.698	
16.800	-1.572	
16.900	-10.298	
17.000	-8.725	
17.100	-9.190	
17.200	-0.376	
17.300	7.539	
17.400	-14.073	
17.500	13.808	
17.600	2.633	
17.700	0.721	
17.800	5.389	
17.900	2.944	
18.000	0.448	
18.100	-8.296	
18.200	3.094	
18.300	4.954	
18.400	8.564	
18.500	0.775	
18.600	3.630	
18.700	-1.443	
18.800	-1.518	
18.900	12.541	
19.000	6.947	
19.100	-0.456	
19.200	10.421	
19.300	2.834	
19.400	-0.388	
19.500	-2.537	
19.600	7.156	
19.700	7.027	
19.800	-17.547	
19.900	-3.253	
