time /s	I /nA	
0.100	3.360	
0.200	-13.734	
0.300	-22.436	
0.400	-5.297	
0.500	-18.559	
0.600	-20.982	
0.700	-13.957	
0.800	-31.125	
0.900	-15.445	
1.000	-1.482	
1.100	-18.797	
1.200	-8.999	
1.300	-28.624	
1.400	-27.291	
1.500	-8.624	
1.600	-18.216	
1.700	-19.215	
1.800	-13.473	
1.900	-28.468	
2.000	-20.926	
2.100	-19.450	
2.200	-20.710	
2.300	-14.746	
2.400	-10.123	
2.500	-31.261	
2.600	-13.619	
2.700	-18.331	
2.800	-23.521	
2.900	-16.022	
3.000	-16.375	
3.100	-35.267	
3.200	-15.098	
3.300	-11.534	
3.400	-21.125	
3.500	-12.054	
3.600	-12.230	
3.700	-14.413	
3.800	-18.175	
3.900	-15.706	
4.000	-30.148	
4.100	-17.592	
4.200	-5.011	
4.300	-9.928	
4.400	-11.192	
4.500	-21.372	
4.600	-24.343	
4.700	-14.650	
4.800	-6.555	
4.900	-42.644	
5.000	-10.725	
5.100	-34.804	
5.200	-12.868	
5.300	-11.558	
5.400	-27.276	
5.500	-9.816	
5.600	-27.296	
5.700	-7.242	
5.800	-15.336	
5.900	-5.253	
6.000	-40.029	
6.100	-5.627	
6.200	-7.589	
6.300	-29.251	
6.400	-19.843	
6.500	-16.112	
6.600	-4.744	
6.700	-16.055	
6.800	-18.672	
6.900	-37.904	
7.000	-3.505	
7.100	-32.021	
7.200	-5.234	
7.300	-24.733	
7.400	-17.113	
7.500	-14.432	
7.600	-20.750	
7.700	-17.353	
7.800	-13.939	
7.900	-21.867	
8.000	-13.135	
8.100	-19.927	
8.200	-5.529	
8.300	-18.374	
8.400	-23.817	
8.500	-23.444	
8.600	-18.766	
8.700	-12.053	
8.800	-17.103	
8.900	-22.172	
9.000	-23.130	
9.100	-20.022	
9.200	-1.507	
9.300	-20.791	
9.400	-18.806	
9.500	-33.546	
9.600	-12.082	
9.700	-19.742	
9.800	-12.499	
9.900	-21.258	
10.000	-33.761	
10.100	-15.088	
10.200	-16.740	
10.300	-17.387	
10.400	-13.906	
10.500	-28.013	
10.600	-20.771	
10.700	-34.903	
10.800	-18.121	
10.900	-12.106	
11.000	-23.062	
11.100	-12.329	
11.200	-19.917	
11.300	-9.474	
11.400	-11.942	
11.500	-14.877	
11.600	-22.325	
11.700	-33.671	
11.800	-3.252	
11.900	-15.110	
12.000	-22.505	
12.100	-21.956	
12.200	-18.222	
12.300	-11.319	
12.400	-18.017	
12.500	-22.338	
12.600	-18.742	
12.700	-8.500	
12.800	-32.269	
12.900	-2.612	
13.000	-27.338	
13.100	-21.319	
13.200	-19.936	
13.300	-34.871	
13.400	-17.284	
13.500	-9.169	
13.600	-16.216	
13.700	-1.546	
13.800	-23.751	
13.900	-19.897	
14.000	-30.247	
14.100	-14.204	
14.200	-27.075	
14.300	-31.957	
14.400	-25.257	
14.500	-10.724	
14.600	-7.381	
14.700	-12.735	
14.800	-18.735	
14.900	-16.013	
15.000	-26.219	
15.100	-25.807	
15.200	-9.976	
15.300	-13.511	
15.400	-32.212	
15.500	-16.986	
15.600	-11.739	
15.700	-16.288	
15.800	-7.804	
15.900	-17.327	
16.000	-20.093	
16.100	-6.081	
16.200	-18.973	
16.300	-13.052	
16.400	-11.395	
16.500	-25.367	
16.600	-20.484	
16.700	-15.678	
16.800	-20.143	
16.900	-21.166	
17.000	-1.713	
17.100	-18.497	
17.200	-21.071	
17.300	-14.068	
17.400	-18.596	
17.500	-30.908	
17.600	-5.418	
17.700	-21.702	
17.800	-3.751	
17.900	-28.421	
18.000	-13.188	
18.100	-10.614	
18.200	-13.955	
18.300	-21.137	
18.400	-9.147	
18.500	-3.615	
18.600	-16.681	
18.700	-16.296	
18.800	-24.131	
18.900	-20.101	
19.000	-36.259	
19.100	-12.152	
19.200	-10.126	
19.300	-30.095	
19.400	-1.756	
19.500	-0.050	
19.600	-17.216	
19.700	-20.274	
19.800	-6.870	
19.900	-11.640	
20.000	-15.341	
20.100	-23.687	
20.200	-23.189	
20.300	-3.993	
20.400	-20.446	
20.500	-11.757	
20.600	-5.823	
20.700	-29.034	
20.800	-3.839	
20.900	-19.941	
21.000	-13.924	
21.100	-20.834	
21.200	-26.266	
21.300	-15.546	
