time /s	I /nA	
0.100	17.574	
0.200	-1.175	
0.300	-21.434	
0.400	-17.426	
0.500	-11.232	
0.600	-30.251	
0.700	-12.901	
0.800	-11.572	
0.900	-9.898	
1.000	-13.850	
1.100	-21.048	
1.200	-21.521	
1.300	-1.011	
1.400	-8.797	
1.500	1.036	
1.600	-13.748	
1.700	-14.133	
1.800	-5.745	
1.900	-28.171	
2.000	-12.415	
2.100	-0.468	
2.200	-8.360	
2.300	-24.659	
2.400	-14.810	
2.500	-18.888	
2.600	-23.284	
2.700	-12.560	
2.800	-21.312	
2.900	-1.481	
3.000	-30.577	
3.100	-8.830	
3.200	-14.451	
3.300	-16.518	
3.400	-12.783	
3.500	-15.160	
3.600	-22.184	
3.700	-15.634	
3.800	-22.657	
3.900	-25.705	
4.000	-2.184	
4.100	-9.433	
4.200	-11.460	
4.300	-9.312	
4.400	-21.781	
4.500	-11.302	
4.600	-24.030	
4.700	-22.655	
4.800	-2.309	
4.900	-0.521	
5.000	-12.048	
5.100	-12.227	
5.200	-16.235	
5.300	-18.131	
5.400	-32.496	
5.500	-9.772	
5.600	-9.357	
5.700	-12.652	
5.800	-16.241	
5.900	-15.877	
6.000	-20.876	
6.100	-16.434	
6.200	-3.356	
6.300	-9.310	
6.400	-15.000	
6.500	-4.480	
6.600	-19.497	
6.700	-19.278	
6.800	-24.253	
6.900	-34.324	
7.000	-17.145	
7.100	-1.927	
7.200	-6.921	
7.300	-27.624	
7.400	-19.997	
7.500	-19.258	
7.600	-20.026	
7.700	2.433	
7.800	-4.201	
7.900	-19.573	
8.000	-27.817	
8.100	2.648	
8.200	-15.860	
8.300	-24.000	
8.400	-9.548	
8.500	-10.915	
8.600	-19.391	
8.700	-16.238	
8.800	-6.621	
8.900	-10.509	
9.000	-20.678	
9.100	-10.782	
9.200	-5.051	
9.300	-26.974	
9.400	-6.474	
9.500	-13.289	
9.600	-9.177	
9.700	-16.781	
9.800	-16.491	
9.900	-13.929	
10.000	-16.205	
10.100	-5.665	
10.200	-18.188	
10.300	-16.162	
10.400	-5.061	
10.500	-10.449	
10.600	-12.092	
10.700	-17.808	
10.800	2.744	
10.900	-19.374	
11.000	-7.782	
11.100	-18.208	
11.200	-29.479	
11.300	-18.538	
11.400	-4.039	
11.500	-27.980	
11.600	-13.018	
11.700	-6.524	
11.800	-10.865	
11.900	-18.418	
12.000	-13.523	
12.100	-15.425	
12.200	-12.386	
12.300	-27.363	
12.400	-12.183	
12.500	-4.904	
12.600	-7.333	
12.700	-7.323	
12.800	-13.123	
12.900	-10.775	
13.000	-29.636	
13.100	-34.408	
13.200	-5.115	
13.300	-8.437	
13.400	-10.481	
13.500	-9.288	
13.600	-17.887	
13.700	-33.712	
13.800	-24.375	
13.900	2.084	
14.000	3.631	
14.100	-18.649	
14.200	-2.645	
14.300	-9.516	
14.400	-20.414	
14.500	-21.176	
14.600	-6.912	
14.700	-21.489	
14.800	-11.590	
14.900	-15.217	
15.000	-25.522	
15.100	-9.129	
15.200	-28.227	
15.300	-8.038	
15.400	-11.672	
15.500	-4.173	
15.600	-26.776	
15.700	-4.019	
15.800	-24.635	
15.900	-15.144	
16.000	-20.556	
16.100	-15.499	
16.200	-14.932	
16.300	-19.245	
16.400	-27.380	
16.500	-7.131	
16.600	-2.843	
16.700	-9.619	
16.800	-22.673	
16.900	-5.796	
17.000	-12.369	
17.100	-16.391	
17.200	-20.381	
17.300	-9.895	
17.400	-11.037	
17.500	-3.398	
17.600	-13.563	
17.700	-18.750	
17.800	3.953	
17.900	-14.187	
18.000	-18.882	
18.100	-20.746	
18.200	2.276	
18.300	-33.716	
18.400	-11.213	
18.500	-13.919	
18.600	-13.137	
18.700	-4.059	
18.800	-11.334	
18.900	-11.726	
19.000	-10.196	
19.100	-18.969	
19.200	-17.742	
19.300	-4.563	
19.400	-14.374	
19.500	-13.420	
19.600	-6.860	
19.700	-9.607	
19.800	-1.955	
19.900	-22.567	
20.000	-2.231	
20.100	-11.641	
20.200	-13.740	
20.300	-9.612	
20.400	-15.505	
20.500	-25.251	
20.600	-6.840	
20.700	-13.535	
20.800	-28.257	
20.900	-3.571	
21.000	1.111	
21.100	-30.646	
21.200	-15.229	
21.300	-2.965	
21.400	3.063	
21.500	-3.708	
21.600	-15.333	
21.700	-26.202	
21.800	-4.928	
21.900	0.934	
22.000	-12.484	
22.100	-25.234	
22.200	-16.541	
22.300	-13.685	
22.400	-2.495	
22.500	-14.863	
22.600	-29.929	
22.700	-12.707	
22.800	-9.503	
22.900	-13.612	
23.000	1.351	
23.100	-11.886	
23.200	-3.347	
23.300	-16.541	
23.400	-27.987	
23.500	-6.666	
23.600	8.591	
23.700	-14.466	
23.800	-6.978	
23.900	-15.037	
24.000	-17.608	
24.100	-3.098	
24.200	-17.455	
24.300	-15.922	
24.400	-14.489	
24.500	-2.192	
24.600	-12.217	
24.700	-16.985	
24.800	-6.054	
24.900	-14.256	
25.000	-13.045	
25.100	-8.137	
25.200	3.838	
25.300	-17.208	
25.400	-15.890	
25.500	-13.015	
25.600	-9.759	
25.700	-20.871	
25.800	-13.750	
25.900	-18.613	
26.000	-37.015	
26.100	3.113	
26.200	-15.904	
26.300	-15.282	
26.400	-18.368	
26.500	-22.814	
26.600	-8.725	
26.700	0.502	
26.800	-17.405	
26.900	2.977	
27.000	-6.776	
27.100	-15.192	
27.200	-12.957	
27.300	-6.459	
27.400	-25.261	
27.500	-11.522	
27.600	-0.450	
27.700	-7.730	
27.800	-9.057	
27.900	-12.871	
28.000	-15.741	
28.100	-24.425	
28.200	-4.389	
28.300	-4.611	
28.400	-0.470	
28.500	-8.684	
28.600	-14.127	
28.700	-5.375	
28.800	-12.010	
28.900	-11.566	
29.000	-13.180	
29.100	-11.322	
29.200	-9.188	
29.300	-7.588	
29.400	13.761	
29.500	23.936	
29.600	27.034	
29.700	40.568	
29.800	37.305	
29.900	53.435	
30.000	54.515	
30.100	68.967	
30.200	45.257	
30.300	62.294	
30.400	76.090	
30.500	54.713	
30.600	68.462	
30.700	80.627	
30.800	62.294	
30.900	60.868	
31.000	62.923	
31.100	81.645	
31.200	68.426	
31.300	63.149	
31.400	84.784	
31.500	75.750	
31.600	73.827	
31.700	66.425	
31.800	60.138	
31.900	77.328	
32.000	65.634	
32.100	67.687	
32.200	62.792	
32.300	53.063	
